"","key_pin","pi_ns","property_use","address","class","age","land_sqft","bldg_sqft","net_rentable_sf","investment_rating","adj_rent_sf","pgi","v_c","exp","noi","cap_rate","inc_mv_sf","adj_sale_comp_sf","market_value_sf","excess_land_value","market_value_with_excess_land","sheet_name","file_name"
"13038","12-21-409-013-0000","12-21-409-013-0000",NA,"9966  PACIFIC FRANKLIN PARK","5-93","67","10896","5000",NA,"C","6.5","32500",NA,NA,"26243.75","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13039","12-21-409-014-0000","12-21-409-014-0000",NA,"9960  PACIFIC FRANKLIN PARK","5-93","65","18989","15710",NA,"C","6","94260",NA,NA,"76114.95","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13040","12-21-417-001-0000","12-21-417-001-0000",NA,"9971  PACIFIC FRANKLIN PARK","5-93","65","13278","17030",NA,"C","6","102180",NA,NA,"82510.35","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13041","12-21-417-042-0000","12-21-417-042-0000",NA,"9900  FRANKLIN FRANKLIN PARK","5-93","70","109965","71919",NA,"C","5.5","395554.5",NA,NA,"319410.25875","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13042","12-21-417-043-0000","12-21-417-043-0000",NA,"9959  PACIFIC FRANKLIN PARK","5-93","64","13600","11465",NA,"C","6","68790",NA,NA,"55547.925","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13043","12-21-417-044-0000","12-21-417-044-0000",NA,"9901  PACIFIC FRANKLIN PARK","5-87","69","24581","11049",NA,"C","6","66294",NA,NA,"53532.405","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13044","12-21-417-046-0000","12-21-417-046-0000",NA,"9915  PACIFIC FRANKLIN PARK","5-93","71","14960","8000",NA,"C","6.5","52000",NA,NA,"41990","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13045","12-21-417-047-0000","12-21-417-047-0000",NA,"9955  PACIFIC FRANKLIN PARK","5-93","63","9698","8757",NA,"C","6.5","56920.5",NA,NA,"45963.30375","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13046","12-21-417-048-0000","12-21-417-048-0000",NA,"9951  PACIFIC FRANKLIN PARK","5-93","49","5876","5658",NA,"C","6.5","36777",NA,NA,"29697.4275","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13047","12-21-418-035-0000","12-21-418-035-0000",NA,"9820  FRANKLIN FRANKLIN PARK","5-93","53","6815","5300",NA,"C","6.5","34450",NA,NA,"27818.375","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13048","12-21-418-036-0000","12-21-418-036-0000",NA,"9816  FRANKLIN FRANKLIN PARK","5-93","56","8777","5400",NA,"C","6.5","35100",NA,NA,"28343.25","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13049","12-21-418-037-0000","12-21-418-037-0000",NA,"9812  FRANKLIN FRANKLIN PARK","5-93","56","8777","4891",NA,"C","6.5","31791.5",NA,NA,"25671.63625","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13050","12-21-418-038-0000","12-21-418-038-0000",NA,"9808  FRANKLIN FRANKLIN PARK","5-93","56","8777","5400",NA,"C","6.5","35100",NA,NA,"28343.25","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13051","12-21-418-039-0000","12-21-418-039-0000",NA,"9804  FRANKLIN FRANKLIN PARK","5-93","50","8777","4854",NA,"C","6.5","31551",NA,NA,"25477.4325","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13052","12-21-418-042-0000","12-21-418-042-0000",NA,"9824  FRANKLIN FRANKLIN PARK","5-93","53","6815","4632",NA,"C","6.5","30108",NA,NA,"24312.21","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13053","12-21-418-043-0000","12-21-418-043-0000",NA,"9828  FRANKLIN FRANKLIN PARK","5-93","53","6815","4632",NA,"C","6.5","30108",NA,NA,"24312.21","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13054","12-21-418-044-0000","12-21-418-044-0000",NA,"9832  FRANKLIN FRANKLIN PARK","5-93","53","6815","4632",NA,"C","6.5","30108",NA,NA,"24312.21","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13055","12-21-418-045-0000","12-21-418-045-0000",NA,"9836  FRANKLIN FRANKLIN PARK","5-93","53","8777","4632",NA,"C","6.5","30108",NA,NA,"24312.21","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13056","12-21-418-046-0000","12-21-418-046-0000",NA,"9870  FRANKLIN FRANKLIN PARK","5-93","50","9913","3558",NA,"C","6.5","23127",NA,NA,"18675.0525","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13057","12-21-419-001-0000","12-21-419-001-0000",NA,"9947  FRANKLIN FRANKLIN PARK","5-93","64","6120","10683",NA,"C","6","64098",NA,NA,"51759.135","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13058","12-21-419-004-0000","12-21-419-004-0000",NA,"9945  FRANKLIN FRANKLIN PARK","5-93","64","6281","9900",NA,"C","6.5","64350",NA,NA,"51962.625","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13059","12-21-419-005-0000","12-21-419-005-0000",NA,"9933  FRANKLIN FRANKLIN PARK","5-93","66","13600","23760",NA,"C","5.5","130680",NA,NA,"105524.1","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13060","12-21-419-009-0000","12-21-419-009-0000",NA,"9931  FRANKLIN FRANKLIN PARK","5-93","63","9520","10056",NA,"C","6","60336",NA,NA,"48721.32","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13061","12-21-420-020-0000","12-21-420-020-0000",NA,"9919  FRANKLIN FRANKLIN PARK","5-93","69","4464","3050",NA,"C","6.5","19825",NA,NA,"16008.6875","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13062","12-21-420-021-0000","12-21-420-021-0000",NA,"9919  FRANKLIN FRANKLIN PARK","5-93","63","9216","6550",NA,"C","6.5","42575",NA,NA,"34379.3125","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13063","12-21-420-026-0000","12-21-420-026-0000",NA,"9901  FRANKLIN FRANKLIN PARK","5-93","74","24722","21966",NA,"C","5.5","120813",NA,NA,"97556.4975","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13064","12-21-421-001-0000","12-21-421-001-0000",NA,"9865  FRANKLIN FRANKLIN PARK","5-93","76","13680","9215",NA,"C","6.5","59897.5",NA,NA,"48367.23125","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13065","12-21-421-007-0000","12-21-421-007-0000",NA,"9833  FRANKLIN FRANKLIN PARK","5-93","56","6625","10781",NA,"C","6","64686",NA,NA,"52233.945","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13066","12-22-100-008-0000","12-22-100-008-0000",NA,"3600  RIVER FRANKLIN PARK","5-93","66","380834","86979",NA,"B","6.325","550142.175",NA,NA,"444239.8063125","0.07",NA,NA,NA,"246885",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13067","12-22-100-014-0000","12-22-100-014-0000",NA,"9515  SEYMOUR SCHILLER PARK","5-93","52","55103","23420",NA,"C","5.5","128810",NA,NA,"104014.075","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13068","12-22-100-025-0000","12-22-100-025-0000",NA,"3907  WESLEY SCHILLER PARK","5-93","67","35719","13000",NA,"C","6","78000",NA,NA,"62985","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13069","12-22-100-034-0000","12-22-100-034-0000",NA,"3946  WILLOW SCHILLER PARK","5-93","70","36023","21985",NA,"C","5.5","120917.5",NA,NA,"97640.88125","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13070","12-22-100-040-0000","12-22-100-040-0000",NA,"3919  WESLEY SCHILLER PARK","5-93","64","38289","31100",NA,"C","5.5","171050",NA,NA,"138122.875","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13071","12-22-100-041-0000","12-22-100-041-0000",NA,"3901  WESLEY SCHILLER PARK","5-93","70","31363","6000",NA,"C","6.5","39000",NA,NA,"31492.5","0.09",NA,NA,NA,"55222.5",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13072","12-22-100-043-0000","12-22-100-043-0000",NA,"9420 W BYRON SCHILLER PARK","5-93","41","43560","15650",NA,"C","6","93900",NA,NA,"75824.25","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13073","12-22-100-045-0000","12-22-100-045-0000",NA,"9370 W BYRON SCHILLER PARK","5-93","68","43560","25555",NA,"C","5.5","140552.5",NA,NA,"113496.14375","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13074","12-22-100-046-0000","12-22-100-046-0000",NA,"9330 W BYRON SCHILLER PARK","5-93","63","121935","61976",NA,"C","5.5","340868",NA,NA,"275250.91","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13075","12-22-100-047-0000","12-22-100-047-0000",NA,"9345 W BYRON SCHILLER PARK","5-93","57","43560","13555",NA,"C","6","81330",NA,NA,"65673.975","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13076","12-22-100-051-0000","12-22-100-051-0000",NA,"9451  SEYMOUR SCHILLER PARK","5-93","61","13068","5257",NA,"C","6.5","34170.5",NA,NA,"27592.67875","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13077","12-22-100-052-0000","12-22-100-052-0000",NA,"9447  SEYMOUR SCHILLER PARK","5-93","57","22477","14924",NA,"C","6","89544",NA,NA,"72306.78","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13078","12-22-100-053-0000","12-22-100-053-0000",NA,"9425  SEYMOUR SCHILLER PARK","5-93","52","12545","7280",NA,"C","6.5","47320",NA,NA,"38210.9","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13079","12-22-100-054-0000","12-22-100-054-0000",NA,"9415  SEYMOUR SCHILLER PARK","5-93","69","12545","5860",NA,"C","6.5","38090",NA,NA,"30757.675","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13080","12-22-100-056-0000","12-22-100-056-0000",NA,"9353  SEYMOUR SCHILLER PARK","5-93","45","24481","10560",NA,"C","6","63360",NA,NA,"51163.2","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13081","12-22-100-057-0000","12-22-100-057-0000",NA,"9347  SEYMOUR SCHILLER PARK","5-93","62","24481","16120",NA,"C","6","96720",NA,NA,"78101.4","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13082","12-22-100-058-0000","12-22-100-058-0000",NA,"9331  SEYMOUR SCHILLER PARK","5-93","65","24481","8400",NA,"C","6.5","54600",NA,NA,"44089.5","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13083","12-22-100-061-0000","12-22-100-061-0000",NA,"3920  WESLEY SCHILLER PARK","5-93","65","18426","11517",NA,"C","6","69102",NA,NA,"55799.865","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13084","12-22-100-063-0000","12-22-100-063-0000",NA,"9355 W BYRON SCHILLER PARK","5-93","63","43560","32049",NA,"C","5.5","176269.5",NA,NA,"142337.62125","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13085","12-22-100-064-0000","12-22-100-064-0000",NA,"9325 W BYRON SCHILLER PARK","5-93","55","43560","15600",NA,"C","6","93600",NA,NA,"75582","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13086","12-22-100-065-0000","12-22-100-065-0000",NA,"9301 W BYRON SCHILLER PARK","5-93","61","43560","19480",NA,"C","6","116880",NA,NA,"94380.6","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13087","12-22-100-066-0000","12-22-100-066-0000",NA,"9355  BERNICE SCHILLER PARK","5-93","34","49658","10400",NA,"C","6","62400",NA,NA,"50388","0.09",NA,NA,NA,"60435",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13088","12-22-100-067-0000","12-22-100-067-0000",NA,"9301  BERNICE SCHILLER PARK","5-93","43","95680","53343",NA,"C","5.5","293386.5",NA,NA,"236909.59875","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13089","12-22-100-082-0000","12-22-100-082-0000",NA,"9555  SORENG SCHILLER PARK","6-63","3","248980","72680",NA,"B","6.325","459701",NA,NA,"371208.5575","0.07",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13090","12-22-100-083-0000","12-22-100-083-0000",NA,"9323  SEYMOUR SCHILLER PARK","5-93","56","29200","9626",NA,"C","6.5","62569",NA,NA,"50524.4675","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13091","12-22-100-088-0000","12-22-100-088-0000",NA,"9329  BERNICE SCHILLER PARK","5-93","61","82886","15870",NA,"C","6","95220",NA,NA,"76890.15","0.09",NA,NA,NA,"145545",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13092","12-22-100-096-0000","12-22-100-096-0000",NA,"3940  WILLOW SCHILLER PARK","5-93","53","16500","6731",NA,"C","6.5","43751.5",NA,NA,"35329.33625","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13093","12-22-100-102-0000","12-22-100-102-0000",NA,"3828  RIVER SCHILLER PARK","6-63","49","73723","42899",NA,"C","5.5","235944.5",NA,NA,"190525.18375","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13094","12-22-100-105-0000","12-22-100-105-0000",NA,"3808  RIVER SCHILLER PARK","5-93","58","70965","36000",NA,"C","5.5","198000",NA,NA,"159885","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13095","12-22-100-112-0000","12-22-100-112-0000",NA,"9225 W IVANHOE SCHILLER PARK","5-93","47","53595","33800",NA,"C","5.5","185900",NA,NA,"150114.25","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13096","12-22-100-113-0000","12-22-100-113-0000",NA,"3738  RIVER SCHILLER PARK","5-93","45","43833","16353",NA,"C","6","98118",NA,NA,"79230.285","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13097","12-22-100-117-0000","12-22-100-117-0000",NA,"3860  RIVER SCHILLER PARK","5-93","57","121909","41546",NA,"C","5.5","228503",NA,NA,"184516.1725","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13098","12-22-100-118-0000","12-22-100-118-0000",NA,"3838  RIVER SCHILLER PARK","5-93","59","151404","65082",NA,"C","5.5","357951",NA,NA,"289045.4325","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13099","12-22-100-122-0000","12-22-100-122-0000",NA,"9245 W IVANHOE SCHILLER PARK","5-93","54","37878","18070",NA,"C","6","108420",NA,NA,"87549.15","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13100","12-22-100-123-0000","12-22-100-123-0000",NA,"9229 W IVANHOE SCHILLER PARK","5-93","57","40500","19534",NA,"C","6","117204",NA,NA,"94642.23","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13101","12-22-100-124-0000","12-22-100-124-0000",NA,"9259 W IVANHOE SCHILLER PARK","5-93","55","30000","7250",NA,"C","6.5","47125",NA,NA,"38053.4375","0.09",NA,NA,NA,"10250",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13102","12-22-100-126-0000","12-22-100-126-0000",NA,"3751  WILLOW SCHILLER PARK","5-93","57","13370","5005",NA,"C","6.5","32532.5",NA,NA,"26269.99375","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13103","12-22-100-127-0000","12-22-100-127-0000",NA,"9250  WILLOW SCHILLER PARK","5-93","56","39898","16356",NA,"C","6","98136",NA,NA,"79244.82","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13104","12-22-100-128-0000","12-22-100-128-0000",NA,"9228  IVANHOE SCHILLER PARK","5-93","45","45000","28148",NA,"C","5.5","154814",NA,NA,"125012.305","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13105","12-22-100-129-0000","12-22-100-129-0000",NA,"9207  IVANHOE SCHILLER PARK","5-93","49","19986","12000",NA,"C","6","72000",NA,NA,"58140","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13106","12-22-100-130-0000","12-22-100-130-0000",NA,"9200  IVANHOE SCHILLER PARK","6-63","53","73216","44315",NA,"C","5.5","243732.5",NA,NA,"196813.99375","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13107","12-22-100-131-0000","12-22-100-131-0000",NA,"3810  RIVER SCHILLER PARK","5-93","55","77763","40247",NA,"C","5.5","221358.5",NA,NA,"178746.98875","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13108","12-22-100-132-0000","12-22-100-132-0000",NA,"3759  WILLOW SCHILLER PARK","5-93","55","66200","36000",NA,"C","5.5","198000",NA,NA,"159885","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13109","12-22-100-134-0000","12-22-100-134-0000",NA,"9220  IVANHOE SCHILLER PARK","5-93","55","45177","36645",NA,"C","5.5","201547.5",NA,NA,"162749.60625","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13110","12-22-100-140-0000","12-22-100-140-0000",NA,"3900  WESLEY SCHILLER PARK","5-93","36","197966","117010",NA,"B","5.75","672807.5",NA,NA,"543292.05625","0.07",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13111","12-22-100-141-0000","12-22-100-141-0000",NA,"3800  WESLEY SCHILLER PARK","5-93","49","102788","35434",NA,"C","5.5","194887",NA,NA,"157371.2525","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13112","12-22-100-142-0000","12-22-100-142-0000",NA,"3700  RIVER FRANKLIN PARK","5-93","49","79876","40072",NA,"C","5.5","220396",NA,NA,"177969.77","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13113","12-22-100-144-0000","12-22-100-144-0000",NA,"9405  SEYMOUR SCHILLER PARK","5-93","68","12000","3816",NA,"C","6.5","24804",NA,NA,"20029.23","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13114","12-22-100-145-0000","12-22-100-145-0000",NA,"9393  SEYMOUR SCHILLER PARK","5-93","59","12000","5600",NA,"C","6.5","36400",NA,NA,"29393","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13115","12-22-100-147-0000","12-22-100-147-0000",NA,"3701  ROSE SCHILLER PARK","5-93","42","293986","133378",NA,"B","5.75","766923.5",NA,NA,"619290.72625","0.07",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13116","12-22-100-152-0000","12-22-100-152-0000",NA,"9380  BERNICE SCHILLER PARK","5-93","35","8536","1500",NA,"C","6.5","9750",NA,NA,"7873.125","0.09",NA,NA,NA,"19020",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13117","12-22-100-154-0000","12-22-100-154-0000",NA,"3900  RIVER SCHILLER PARK","6-63","64","101601","47779",NA,"C","5.5","262784.5",NA,NA,"212198.48375","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13118","12-22-100-155-0000","12-22-100-155-0000",NA,"9329 W BYRON SCHILLER PARK","5-93","67","12444","6500",NA,"C","6.5","42250",NA,NA,"34116.875","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13119","12-22-100-156-0000","12-22-100-156-0000",NA,"9328  BERTEAU SCHILLER PARK","5-93","46","8296","4265",NA,"C","6.5","27722.5",NA,NA,"22385.91875","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13120","12-22-100-159-0000","12-22-100-159-0000",NA,"9331 W BYRON SCHILLER PARK","5-93","63","14288","8280",NA,"C","6.5","53820",NA,NA,"43459.65","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13121","12-22-100-168-0000","12-22-100-168-0000",NA,"3708 N RIVER FRANKLIN PARK","6-63","23","600611","325045",NA,"A","6.5","2112792.5",NA,NA,"1706079.94375","0.05",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13122","12-22-100-170-0000","12-22-100-170-0000",NA,"3801  ROSE SCHILLER PARK","6-63","14","385918","129128",NA,"A","6.5","839332",NA,NA,"677760.59","0.05",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13123","12-22-104-002-0000","12-22-104-002-0000",NA,"3700  WILLOW FRANKLIN PARK","5-93","16","832885","396650",NA,"A","6.5","2578225",NA,NA,"2081916.6875","0.05",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13124","12-22-301-001-0000","12-22-301-001-0000",NA,"3541  MARTENS FRANKLIN PARK","5-93","59","26697","12573",NA,"C","6","75438",NA,NA,"60916.185","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13125","12-22-301-002-0000","12-22-301-002-0000",NA,"3550  LOMBARD FRANKLIN PARK","5-93","64","26820","14688",NA,"C","6","88128",NA,NA,"71163.36","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13126","12-22-301-003-0000","12-22-301-003-0000",NA,"3531  MARTENS FRANKLIN PARK","5-93","63","18649","9720",NA,"C","6.5","63180",NA,NA,"51017.85","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13127","12-22-301-004-0000","12-22-301-004-0000",NA,"9400  ROBINSON FRANKLIN PARK","5-93","60","19009","12344",NA,"C","6","74064",NA,NA,"59806.68","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13128","12-22-302-002-0000","12-22-302-002-0000",NA,"3550  BIRCH FRANKLIN PARK","5-93","50","56432","55915",NA,"C","5.5","307532.5",NA,NA,"248332.49375","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13129","12-22-302-003-0000","12-22-302-003-0000",NA,"9350  ROBINSON FRANKLIN PARK","5-93","58","18954","12862",NA,"C","6","77172",NA,NA,"62316.39","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13130","12-22-304-001-0000","12-22-304-001-0000",NA,"3521  MARTENS FRANKLIN PARK","5-93","59","17720","9114",NA,"C","6.5","59241",NA,NA,"47837.1075","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
"13131","12-22-304-004-0000","12-22-304-004-0000",NA,"3501  MARTENS FRANKLIN PARK","5-93","65","17424","11556",NA,"C","6","69336",NA,NA,"55988.82","0.09",NA,NA,NA,"0",NA,"5-93s","Copy of 2022.ICValuationModels.T20.Leyden - Hardcode.xlsx"
