keypin_concat,keypin,pins,has_range,pins2,pins3,check_me,Alea_added
29193090110000,29-19-309-011-0000,"29-19-309-011-0000, 29-19-309-012-0000",0,29-19-309-012-0000,29-19-309-012-0000,0,0
29193100070000,29-19-310-007-0000,"29-19-310-007-0000, 29-19-310-012-0000",0,29-19-310-007-0000,29-19-310-007-0000,0,0
29193100070000,29-19-310-007-0000,"29-19-310-007-0000, 29-19-310-012-0000",0,29-19-310-012-0000,29-19-310-012-0000,0,0
29193100110000,29-19-310-011-0000,"29-19-310-011-0000, 29-19-310-013-0000, 29-19-310-015-0000, 29-19-311-001-0000, 29-19-311-002-0000, 29-19-311-011-0000, 29-19-311-015-0000",0,29-19-310-011-0000,29-19-310-011-0000,0,0
29193100110000,29-19-310-011-0000,"29-19-310-011-0000, 29-19-310-013-0000, 29-19-310-015-0000, 29-19-311-001-0000, 29-19-311-002-0000, 29-19-311-011-0000, 29-19-311-015-0000",0,29-19-310-013-0000,29-19-310-013-0000,0,0
29193100110000,29-19-310-011-0000,"29-19-310-011-0000, 29-19-310-013-0000, 29-19-310-015-0000, 29-19-311-001-0000, 29-19-311-002-0000, 29-19-311-011-0000, 29-19-311-015-0000",0,29-19-310-015-0000,29-19-310-015-0000,0,0
29193100110000,29-19-310-011-0000,"29-19-310-011-0000, 29-19-310-013-0000, 29-19-310-015-0000, 29-19-311-001-0000, 29-19-311-002-0000, 29-19-311-011-0000, 29-19-311-015-0000",0,29-19-311-001-0000,29-19-311-001-0000,0,0
29193100110000,29-19-310-011-0000,"29-19-310-011-0000, 29-19-310-013-0000, 29-19-310-015-0000, 29-19-311-001-0000, 29-19-311-002-0000, 29-19-311-011-0000, 29-19-311-015-0000",0,29-19-311-002-0000,29-19-311-002-0000,0,0
29193100110000,29-19-310-011-0000,"29-19-310-011-0000, 29-19-310-013-0000, 29-19-310-015-0000, 29-19-311-001-0000, 29-19-311-002-0000, 29-19-311-011-0000, 29-19-311-015-0000",0,29-19-311-011-0000,29-19-311-011-0000,0,0
29193100110000,29-19-310-011-0000,"29-19-310-011-0000, 29-19-310-013-0000, 29-19-310-015-0000, 29-19-311-001-0000, 29-19-311-002-0000, 29-19-311-011-0000, 29-19-311-015-0000",0,29-19-311-015-0000,29-19-311-015-0000,0,0
29202000170000,29-20-200-017-0000,29-20-200-017-0000,0,29-20-200-017-0000,29-20-200-017-0000,0,0
29202050340000,29-20-205-034-0000,"29-20-205-034-0000, 29-20-205-035-0000, 29-20-205-036-0000, 29-20-205-037-0000",0,29-20-205-034-0000,29-20-205-034-0000,0,0
29202050340000,29-20-205-034-0000,"29-20-205-034-0000, 29-20-205-035-0000, 29-20-205-036-0000, 29-20-205-037-0000",0,29-20-205-035-0000,29-20-205-035-0000,0,0
29202050340000,29-20-205-034-0000,"29-20-205-034-0000, 29-20-205-035-0000, 29-20-205-036-0000, 29-20-205-037-0000",0,29-20-205-036-0000,29-20-205-036-0000,0,0
29202050340000,29-20-205-034-0000,"29-20-205-034-0000, 29-20-205-035-0000, 29-20-205-036-0000, 29-20-205-037-0000",0,29-20-205-037-0000,29-20-205-037-0000,0,0
29202050500000,29-20-205-050-0000,29-20-205-050-0000,0,29-20-205-050-0000,29-20-205-050-0000,0,0
29202190380000,29-20-219-038-0000,"29-20-219-037-0000, 29-20-219-038-0000, 29-20-219-039-0000, 29-20-219-040-0000, 29-20-219-041-0000",0,29-20-219-037-0000,29-20-219-037-0000,0,0
29202190380000,29-20-219-038-0000,"29-20-219-037-0000, 29-20-219-038-0000, 29-20-219-039-0000, 29-20-219-040-0000, 29-20-219-041-0000",0,29-20-219-038-0000,29-20-219-038-0000,0,0
29202190380000,29-20-219-038-0000,"29-20-219-037-0000, 29-20-219-038-0000, 29-20-219-039-0000, 29-20-219-040-0000, 29-20-219-041-0000",0,29-20-219-039-0000,29-20-219-039-0000,0,0
29202190380000,29-20-219-038-0000,"29-20-219-037-0000, 29-20-219-038-0000, 29-20-219-039-0000, 29-20-219-040-0000, 29-20-219-041-0000",0,29-20-219-040-0000,29-20-219-040-0000,0,0
29202190380000,29-20-219-038-0000,"29-20-219-037-0000, 29-20-219-038-0000, 29-20-219-039-0000, 29-20-219-040-0000, 29-20-219-041-0000",0,29-20-219-041-0000,29-20-219-041-0000,0,0
29204000420000,29-20-400-042-0000,29-20-400-042-0000,0,29-20-400-042-0000,29-20-400-042-0000,0,0
29204050420000,29-20-405-042-0000,29-20-405-042-0000,0,29-20-405-042-0000,29-20-405-042-0000,0,0
29204160580000,29-20-416-058-0000,29-20-416-058-0000,0,29-20-416-058-0000,29-20-416-058-0000,0,0
29211040070000,29-21-104-007-0000,29-21-104-007-0000,0,29-21-104-007-0000,29-21-104-007-0000,0,0
29211040080000,29-21-104-008-0000,"29-21-104-008-0000, 29-21-104-009-0000",0,29-21-104-008-0000,29-21-104-008-0000,0,0
29211040080000,29-21-104-008-0000,"29-21-104-008-0000, 29-21-104-009-0000",0,29-21-104-009-0000,29-21-104-009-0000,0,0
29211050160000,29-21-105-016-0000,"29-21-105-016-0000, 29-21-105-026-0000, 29-21-106-013-0000",0,29-21-105-016-0000,29-21-105-016-0000,0,0
29211050160000,29-21-105-016-0000,"29-21-105-016-0000, 29-21-105-026-0000, 29-21-106-013-0000",0,29-21-105-026-0000,29-21-105-026-0000,0,0
29211050160000,29-21-105-016-0000,"29-21-105-016-0000, 29-21-105-026-0000, 29-21-106-013-0000",0,29-21-106-013-0000,29-21-106-013-0000,0,0
29211060240000,29-21-106-024-0000,29-21-106-024-0000,0,29-21-106-024-0000,29-21-106-024-0000,0,0
29211100130000,29-21-110-013-0000,29-21-110-013-0000,0,29-21-110-013-0000,29-21-110-013-0000,0,0
29211100140000,29-21-110-014-0000,29-21-110-014-0000,0,29-21-110-014-0000,29-21-110-014-0000,0,0
29211100150000,29-21-110-015-0000,29-21-110-015-0000,0,29-21-110-015-0000,29-21-110-015-0000,0,0
29211120010000,29-21-112-001-0000,"29-21-112-001-0000, 29-21-112-002-0000, 29-21-112-003-0000, 29-21-112-004-0000, 29-21-112-005-0000, 29-21-112-006-0000, 29-21-112-007-0000",0,29-21-112-001-0000,29-21-112-001-0000,0,0
29211120010000,29-21-112-001-0000,"29-21-112-001-0000, 29-21-112-002-0000, 29-21-112-003-0000, 29-21-112-004-0000, 29-21-112-005-0000, 29-21-112-006-0000, 29-21-112-007-0000",0,29-21-112-002-0000,29-21-112-002-0000,0,0
29211120010000,29-21-112-001-0000,"29-21-112-001-0000, 29-21-112-002-0000, 29-21-112-003-0000, 29-21-112-004-0000, 29-21-112-005-0000, 29-21-112-006-0000, 29-21-112-007-0000",0,29-21-112-003-0000,29-21-112-003-0000,0,0
29211120010000,29-21-112-001-0000,"29-21-112-001-0000, 29-21-112-002-0000, 29-21-112-003-0000, 29-21-112-004-0000, 29-21-112-005-0000, 29-21-112-006-0000, 29-21-112-007-0000",0,29-21-112-004-0000,29-21-112-004-0000,0,0
29211120010000,29-21-112-001-0000,"29-21-112-001-0000, 29-21-112-002-0000, 29-21-112-003-0000, 29-21-112-004-0000, 29-21-112-005-0000, 29-21-112-006-0000, 29-21-112-007-0000",0,29-21-112-005-0000,29-21-112-005-0000,0,0
29211120010000,29-21-112-001-0000,"29-21-112-001-0000, 29-21-112-002-0000, 29-21-112-003-0000, 29-21-112-004-0000, 29-21-112-005-0000, 29-21-112-006-0000, 29-21-112-007-0000",0,29-21-112-006-0000,29-21-112-006-0000,0,0
29211120010000,29-21-112-001-0000,"29-21-112-001-0000, 29-21-112-002-0000, 29-21-112-003-0000, 29-21-112-004-0000, 29-21-112-005-0000, 29-21-112-006-0000, 29-21-112-007-0000",0,29-21-112-007-0000,29-21-112-007-0000,0,0
29211160040000,29-21-116-004-0000,29-21-116-004-0000,0,29-21-116-004-0000,29-21-116-004-0000,0,0
29211160050000,29-21-116-005-0000,29-21-116-005-0000,0,29-21-116-005-0000,29-21-116-005-0000,0,0
29211160060000,29-21-116-006-0000,29-21-116-006-0000,0,29-21-116-006-0000,29-21-116-006-0000,0,0
29211170100000,29-21-117-010-0000,"29-21-117-010-0000, 29-21-201-015-0000",0,29-21-117-010-0000,29-21-117-010-0000,0,0
29211170100000,29-21-117-010-0000,"29-21-117-010-0000, 29-21-201-015-0000",0,29-21-201-015-0000,29-21-201-015-0000,0,0
29212000420000,29-21-200-042-0000,29-21-200-042-0000,0,29-21-200-042-0000,29-21-200-042-0000,0,0
29212000620000,29-21-200-062-0000,29-21-200-062-0000,0,29-21-200-062-0000,29-21-200-062-0000,0,0
29212000670000,29-21-200-067-0000,29-21-200-067-0000,0,29-21-200-067-0000,29-21-200-067-0000,0,0
29212000780000,29-21-200-078-0000,29-21-200-078-0000,0,29-21-200-078-0000,29-21-200-078-0000,0,0
29212000790000,29-21-200-079-0000,29-21-200-079-0000,0,29-21-200-079-0000,29-21-200-079-0000,0,0
29212010080000,29-21-201-008-0000,"29-21-201-008-0000, 29-21-201-009-0000",0,29-21-201-008-0000,29-21-201-008-0000,0,0
29212010080000,29-21-201-008-0000,"29-21-201-008-0000, 29-21-201-009-0000",0,29-21-201-009-0000,29-21-201-009-0000,0,0
29212010160000,29-21-201-016-0000,29-21-201-016-0000,0,29-21-201-016-0000,29-21-201-016-0000,0,0
29213060060000,29-21-306-006-0000,29-21-306-006-0000,0,29-21-306-006-0000,29-21-306-006-0000,0,0
29213120110000,29-21-312-011-0000,"29-21-312-011-0000, 29-21-312-012-0000, 29-21-312-013-0000, 29-21-312-014-0000, 29-21-312-015-0000, 29-21-312-016-0000, 29-21-312-017-0000, 29-21-312-018-0000",0,29-21-312-011-0000,29-21-312-011-0000,0,0
29213120110000,29-21-312-011-0000,"29-21-312-011-0000, 29-21-312-012-0000, 29-21-312-013-0000, 29-21-312-014-0000, 29-21-312-015-0000, 29-21-312-016-0000, 29-21-312-017-0000, 29-21-312-018-0000",0,29-21-312-012-0000,29-21-312-012-0000,0,0
29213120110000,29-21-312-011-0000,"29-21-312-011-0000, 29-21-312-012-0000, 29-21-312-013-0000, 29-21-312-014-0000, 29-21-312-015-0000, 29-21-312-016-0000, 29-21-312-017-0000, 29-21-312-018-0000",0,29-21-312-013-0000,29-21-312-013-0000,0,0
29213120110000,29-21-312-011-0000,"29-21-312-011-0000, 29-21-312-012-0000, 29-21-312-013-0000, 29-21-312-014-0000, 29-21-312-015-0000, 29-21-312-016-0000, 29-21-312-017-0000, 29-21-312-018-0000",0,29-21-312-014-0000,29-21-312-014-0000,0,0
29213120110000,29-21-312-011-0000,"29-21-312-011-0000, 29-21-312-012-0000, 29-21-312-013-0000, 29-21-312-014-0000, 29-21-312-015-0000, 29-21-312-016-0000, 29-21-312-017-0000, 29-21-312-018-0000",0,29-21-312-015-0000,29-21-312-015-0000,0,0
29213120110000,29-21-312-011-0000,"29-21-312-011-0000, 29-21-312-012-0000, 29-21-312-013-0000, 29-21-312-014-0000, 29-21-312-015-0000, 29-21-312-016-0000, 29-21-312-017-0000, 29-21-312-018-0000",0,29-21-312-016-0000,29-21-312-016-0000,0,0
29213120110000,29-21-312-011-0000,"29-21-312-011-0000, 29-21-312-012-0000, 29-21-312-013-0000, 29-21-312-014-0000, 29-21-312-015-0000, 29-21-312-016-0000, 29-21-312-017-0000, 29-21-312-018-0000",0,29-21-312-017-0000,29-21-312-017-0000,0,0
29213120110000,29-21-312-011-0000,"29-21-312-011-0000, 29-21-312-012-0000, 29-21-312-013-0000, 29-21-312-014-0000, 29-21-312-015-0000, 29-21-312-016-0000, 29-21-312-017-0000, 29-21-312-018-0000",0,29-21-312-018-0000,29-21-312-018-0000,0,0
29213160200000,29-21-316-020-0000,"29-21-316-020-0000, 29-21-316-021-0000, 29-21-319-008-0000, 29-21-319-009-0000, 29-21-319-010-0000",0,29-21-316-020-0000,29-21-316-020-0000,0,0
29213160200000,29-21-316-020-0000,"29-21-316-020-0000, 29-21-316-021-0000, 29-21-319-008-0000, 29-21-319-009-0000, 29-21-319-010-0000",0,29-21-316-021-0000,29-21-316-021-0000,0,0
29213160200000,29-21-316-020-0000,"29-21-316-020-0000, 29-21-316-021-0000, 29-21-319-008-0000, 29-21-319-009-0000, 29-21-319-010-0000",0,29-21-319-008-0000,29-21-319-008-0000,0,0
29213160200000,29-21-316-020-0000,"29-21-316-020-0000, 29-21-316-021-0000, 29-21-319-008-0000, 29-21-319-009-0000, 29-21-319-010-0000",0,29-21-319-009-0000,29-21-319-009-0000,0,0
29213160200000,29-21-316-020-0000,"29-21-316-020-0000, 29-21-316-021-0000, 29-21-319-008-0000, 29-21-319-009-0000, 29-21-319-010-0000",0,29-21-319-010-0000,29-21-319-010-0000,0,0
29213170170000,29-21-317-017-0000,29-21-317-017-0000,0,29-21-317-017-0000,29-21-317-017-0000,0,0
29213170190000,29-21-317-019-0000,29-21-317-019-0000,0,29-21-317-019-0000,29-21-317-019-0000,0,0
29213190030000,29-21-319-003-0000,29-21-319-003-0000,0,29-21-319-003-0000,29-21-319-003-0000,0,0
29213200020000,29-21-320-002-0000,29-21-320-002-0000,0,29-21-320-002-0000,29-21-320-002-0000,0,0
29214000180000,29-21-400-018-0000,"29-21-400-018-0000, 29-21-400-031-0000",0,29-21-400-018-0000,29-21-400-018-0000,0,0
29214000180000,29-21-400-018-0000,"29-21-400-018-0000, 29-21-400-031-0000",0,29-21-400-031-0000,29-21-400-031-0000,0,0
29214000330000,29-21-400-033-0000,29-21-400-033-0000,0,29-21-400-033-0000,29-21-400-033-0000,0,0
29214000370000,29-21-400-037-0000,29-21-400-037-0000,0,29-21-400-037-0000,29-21-400-037-0000,0,0
29214000390000,29-21-400-039-0000,29-21-400-039-0000,0,29-21-400-039-0000,29-21-400-039-0000,0,0
29214010260000,29-21-401-026-0000,29-21-401-026-0000,0,29-21-401-026-0000,29-21-401-026-0000,0,0
29214010310000,29-21-401-031-0000,29-21-401-031-0000,0,29-21-401-031-0000,29-21-401-031-0000,0,0
29214010380000,29-21-401-038-0000,"29-21-401-038-0000, 29-21-401-046-0000",0,29-21-401-038-0000,29-21-401-038-0000,0,0
29214010380000,29-21-401-038-0000,"29-21-401-038-0000, 29-21-401-046-0000",0,29-21-401-046-0000,29-21-401-046-0000,0,0
29214010450000,29-21-401-045-0000,29-21-401-045-0000,0,29-21-401-045-0000,29-21-401-045-0000,0,0
29214010490000,29-21-401-049-0000,29-21-401-049-0000,0,29-21-401-049-0000,29-21-401-049-0000,0,0
29214010520000,29-21-401-052-0000,29-21-401-052-0000,0,29-21-401-052-0000,29-21-401-052-0000,0,0
29221020210000,29-22-102-021-0000,29-22-102-021-0000,0,29-22-102-021-0000,29-22-102-021-0000,0,0
29221060200000,29-22-106-020-0000,29-22-106-020-0000,0,29-22-106-020-0000,29-22-106-020-0000,0,0
29222150020000,29-22-215-002-0000,29-22-215-002-0000,0,29-22-215-002-0000,29-22-215-002-0000,0,0
29223000110000,29-22-300-011-0000,29-22-300-011-0000,0,29-22-300-011-0000,29-22-300-011-0000,0,0
29223000150000,29-22-300-015-0000,"29-22-300-013-0000, 29-22-300-015-0000",0,29-22-300-013-0000,29-22-300-013-0000,0,0
29223000150000,29-22-300-015-0000,"29-22-300-013-0000, 29-22-300-015-0000",0,29-22-300-015-0000,29-22-300-015-0000,0,0
29223020160000,29-22-302-016-0000,29-22-302-016-0000,0,29-22-302-016-0000,29-22-302-016-0000,0,0
29223020200000,29-22-302-020-0000,"29-22-302-020-0000, 29-22-302-034-0000",0,29-22-302-020-0000,29-22-302-020-0000,0,0
29223020200000,29-22-302-020-0000,"29-22-302-020-0000, 29-22-302-034-0000",0,29-22-302-034-0000,29-22-302-034-0000,0,0
29223020300000,29-22-302-030-0000,29-22-302-030-0000,0,29-22-302-030-0000,29-22-302-030-0000,0,0
29223020350000,29-22-302-035-0000,29-22-302-035-0000,0,29-22-302-035-0000,29-22-302-035-0000,0,0
29223020380000,29-22-302-038-0000,"29-22-302-037-0000, 29-22-302-038-0000, 29-22-302-039-0000",0,29-22-302-037-0000,29-22-302-037-0000,0,0
29223020380000,29-22-302-038-0000,"29-22-302-037-0000, 29-22-302-038-0000, 29-22-302-039-0000",0,29-22-302-038-0000,29-22-302-038-0000,0,0
29223020380000,29-22-302-038-0000,"29-22-302-037-0000, 29-22-302-038-0000, 29-22-302-039-0000",0,29-22-302-039-0000,29-22-302-039-0000,0,0
29231030340000,29-23-103-034-0000,"29-23-103-033-0000, 29-23-103-034-0000",0,29-23-103-033-0000,29-23-103-033-0000,0,0
29231030340000,29-23-103-034-0000,"29-23-103-033-0000, 29-23-103-034-0000",0,29-23-103-034-0000,29-23-103-034-0000,0,0
29231090260000,29-23-109-026-0000,"29-23-109-026-0000, 29-23-109-027-0000",0,29-23-109-026-0000,29-23-109-026-0000,0,0
29231090260000,29-23-109-026-0000,"29-23-109-026-0000, 29-23-109-027-0000",0,29-23-109-027-0000,29-23-109-027-0000,0,0
29231090390000,29-23-109-039-0000,29-23-109-039-0000,0,29-23-109-039-0000,29-23-109-039-0000,0,0
29232010140000,29-23-201-014-0000,29-23-201-014-0000,0,29-23-201-014-0000,29-23-201-014-0000,0,0
29232010260000,29-23-201-026-0000,"29-23-201-026-0000, 29-23-201-029-0000",0,29-23-201-026-0000,29-23-201-026-0000,0,0
29232010260000,29-23-201-026-0000,"29-23-201-026-0000, 29-23-201-029-0000",0,29-23-201-029-0000,29-23-201-029-0000,0,0
29232010320000,29-23-201-032-0000,29-23-201-032-0000,0,29-23-201-032-0000,29-23-201-032-0000,0,0
29232010380000,29-23-201-038-0000,"29-23-201-035-0000, 29-23-201-038-0000",0,29-23-201-035-0000,29-23-201-035-0000,0,0
29232010380000,29-23-201-038-0000,"29-23-201-035-0000, 29-23-201-038-0000",0,29-23-201-038-0000,29-23-201-038-0000,0,0
29232020241001,29-23-202-024-1001,29-23-202-024-1001,0,29-23-202-024-1001,29-23-202-024-1001,0,0
29234010400000,29-23-401-040-0000,"29-23-401-040-0000, 29-23-401-052-0000",0,29-23-401-040-0000,29-23-401-040-0000,0,0
29234010400000,29-23-401-040-0000,"29-23-401-040-0000, 29-23-401-052-0000",0,29-23-401-052-0000,29-23-401-052-0000,0,0
29234010470000,29-23-401-047-0000,"29-23-401-045-0000, 29-23-401-046-0000, 29-23-401-047-0000, 29-23-401-077-0000",0,29-23-401-045-0000,29-23-401-045-0000,0,0
29234010470000,29-23-401-047-0000,"29-23-401-045-0000, 29-23-401-046-0000, 29-23-401-047-0000, 29-23-401-077-0000",0,29-23-401-046-0000,29-23-401-046-0000,0,0
29234010470000,29-23-401-047-0000,"29-23-401-045-0000, 29-23-401-046-0000, 29-23-401-047-0000, 29-23-401-077-0000",0,29-23-401-047-0000,29-23-401-047-0000,0,0
29234010470000,29-23-401-047-0000,"29-23-401-045-0000, 29-23-401-046-0000, 29-23-401-047-0000, 29-23-401-077-0000",0,29-23-401-077-0000,29-23-401-077-0000,0,0
29234010780000,29-23-401-078-0000,29-23-401-078-0000,0,29-23-401-078-0000,29-23-401-078-0000,0,0
29234010870000,29-23-401-087-0000,29-23-401-087-0000,0,29-23-401-087-0000,29-23-401-087-0000,0,0
29241000370000,29-24-100-037-0000,29-24-100-037-0000,0,29-24-100-037-0000,29-24-100-037-0000,0,0
29241000390000,29-24-100-039-0000,29-24-100-039-0000,0,29-24-100-039-0000,29-24-100-039-0000,0,0
29242000100000,29-24-200-010-0000,29-24-200-010-0000,0,29-24-200-010-0000,29-24-200-010-0000,0,0
29242000380000,29-24-200-038-0000,29-24-200-038-0000,0,29-24-200-038-0000,29-24-200-038-0000,0,0
29242000510000,29-24-200-051-0000,29-24-200-051-0000,0,29-24-200-051-0000,29-24-200-051-0000,0,0
29242000660000,29-24-200-066-0000,29-24-200-066-0000,0,29-24-200-066-0000,29-24-200-066-0000,0,0
29242000840000,29-24-200-084-0000,29-24-200-084-0000,0,29-24-200-084-0000,29-24-200-084-0000,0,0
29242000900000,29-24-200-090-0000,29-24-200-090-0000,0,29-24-200-090-0000,29-24-200-090-0000,0,0
29244000270000,29-24-400-027-0000,29-24-400-027-0000,0,29-24-400-027-0000,29-24-400-027-0000,0,0
29244000290000,29-24-400-029-0000,29-24-400-029-0000,0,29-24-400-029-0000,29-24-400-029-0000,0,0
29244000340000,29-24-400-034-0000,29-24-400-034-0000,0,29-24-400-034-0000,29-24-400-034-0000,0,0
29244000360000,29-24-400-036-0000,29-24-400-036-0000,0,29-24-400-036-0000,29-24-400-036-0000,0,0
29244000390000,29-24-400-039-0000,"29-24-400-039-0000, 29-24-400-054-0000",0,29-24-400-039-0000,29-24-400-039-0000,0,0
29244000390000,29-24-400-039-0000,"29-24-400-039-0000, 29-24-400-054-0000",0,29-24-400-054-0000,29-24-400-054-0000,0,0
29244000820000,29-24-400-082-0000,"29-24-400-082-0000, 29-24-400-085-0000",0,29-24-400-082-0000,29-24-400-082-0000,0,0
29244000820000,29-24-400-082-0000,"29-24-400-082-0000, 29-24-400-085-0000",0,29-24-400-085-0000,29-24-400-085-0000,0,0
29244001100000,29-24-400-110-0000,"29-24-400-110-0000, 29-24-400-111-0000",0,29-24-400-110-0000,29-24-400-110-0000,0,0
29244001100000,29-24-400-110-0000,"29-24-400-110-0000, 29-24-400-111-0000",0,29-24-400-111-0000,29-24-400-111-0000,0,0
29244001120000,29-24-400-112-0000,"29-24-400-048-0000, 29-24-400-112-0000, 29-24-400-113-0000, 29-24-400-114-0000, 29-24-400-115-0000, 29-24-400-116-0000, 29-24-400-117-0000, 29-24-400-118-0000",0,29-24-400-048-0000,29-24-400-048-0000,0,0
29244001120000,29-24-400-112-0000,"29-24-400-048-0000, 29-24-400-112-0000, 29-24-400-113-0000, 29-24-400-114-0000, 29-24-400-115-0000, 29-24-400-116-0000, 29-24-400-117-0000, 29-24-400-118-0000",0,29-24-400-112-0000,29-24-400-112-0000,0,0
29244001120000,29-24-400-112-0000,"29-24-400-048-0000, 29-24-400-112-0000, 29-24-400-113-0000, 29-24-400-114-0000, 29-24-400-115-0000, 29-24-400-116-0000, 29-24-400-117-0000, 29-24-400-118-0000",0,29-24-400-113-0000,29-24-400-113-0000,0,0
29244001120000,29-24-400-112-0000,"29-24-400-048-0000, 29-24-400-112-0000, 29-24-400-113-0000, 29-24-400-114-0000, 29-24-400-115-0000, 29-24-400-116-0000, 29-24-400-117-0000, 29-24-400-118-0000",0,29-24-400-114-0000,29-24-400-114-0000,0,0
29244001120000,29-24-400-112-0000,"29-24-400-048-0000, 29-24-400-112-0000, 29-24-400-113-0000, 29-24-400-114-0000, 29-24-400-115-0000, 29-24-400-116-0000, 29-24-400-117-0000, 29-24-400-118-0000",0,29-24-400-115-0000,29-24-400-115-0000,0,0
29244001120000,29-24-400-112-0000,"29-24-400-048-0000, 29-24-400-112-0000, 29-24-400-113-0000, 29-24-400-114-0000, 29-24-400-115-0000, 29-24-400-116-0000, 29-24-400-117-0000, 29-24-400-118-0000",0,29-24-400-116-0000,29-24-400-116-0000,0,0
29244001120000,29-24-400-112-0000,"29-24-400-048-0000, 29-24-400-112-0000, 29-24-400-113-0000, 29-24-400-114-0000, 29-24-400-115-0000, 29-24-400-116-0000, 29-24-400-117-0000, 29-24-400-118-0000",0,29-24-400-117-0000,29-24-400-117-0000,0,0
29244001120000,29-24-400-112-0000,"29-24-400-048-0000, 29-24-400-112-0000, 29-24-400-113-0000, 29-24-400-114-0000, 29-24-400-115-0000, 29-24-400-116-0000, 29-24-400-117-0000, 29-24-400-118-0000",0,29-24-400-118-0000,29-24-400-118-0000,0,0
29244001190000,29-24-400-119-0000,"29-24-400-119-0000, 29-24-400-120-0000, 29-24-400-121-0000, 29-24-400-122-0000, 29-24-400-123-0000, 29-24-400-124-0000",0,29-24-400-119-0000,29-24-400-119-0000,0,0
29244001190000,29-24-400-119-0000,"29-24-400-119-0000, 29-24-400-120-0000, 29-24-400-121-0000, 29-24-400-122-0000, 29-24-400-123-0000, 29-24-400-124-0000",0,29-24-400-120-0000,29-24-400-120-0000,0,0
29244001190000,29-24-400-119-0000,"29-24-400-119-0000, 29-24-400-120-0000, 29-24-400-121-0000, 29-24-400-122-0000, 29-24-400-123-0000, 29-24-400-124-0000",0,29-24-400-121-0000,29-24-400-121-0000,0,0
29244001190000,29-24-400-119-0000,"29-24-400-119-0000, 29-24-400-120-0000, 29-24-400-121-0000, 29-24-400-122-0000, 29-24-400-123-0000, 29-24-400-124-0000",0,29-24-400-122-0000,29-24-400-122-0000,0,0
29244001190000,29-24-400-119-0000,"29-24-400-119-0000, 29-24-400-120-0000, 29-24-400-121-0000, 29-24-400-122-0000, 29-24-400-123-0000, 29-24-400-124-0000",0,29-24-400-123-0000,29-24-400-123-0000,0,0
29244001190000,29-24-400-119-0000,"29-24-400-119-0000, 29-24-400-120-0000, 29-24-400-121-0000, 29-24-400-122-0000, 29-24-400-123-0000, 29-24-400-124-0000",0,29-24-400-124-0000,29-24-400-124-0000,0,0
29244010240000,29-24-401-024-0000,"29-24-401-024-0000, 29-24-401-030-0000",0,29-24-401-024-0000,29-24-401-024-0000,0,0
29244010240000,29-24-401-024-0000,"29-24-401-024-0000, 29-24-401-030-0000",0,29-24-401-030-0000,29-24-401-030-0000,0,0
29244010250000,29-24-401-025-0000,29-24-401-025-0000,0,29-24-401-025-0000,29-24-401-025-0000,0,0
29252050290000,29-25-205-029-0000,29-25-205-029-0000,0,29-25-205-029-0000,29-25-205-029-0000,0,0
29252050350000,29-25-205-035-0000,"29-25-205-033-0000, 29-25-205-035-0000",0,29-25-205-033-0000,29-25-205-033-0000,0,0
29252050350000,29-25-205-035-0000,"29-25-205-033-0000, 29-25-205-035-0000",0,29-25-205-035-0000,29-25-205-035-0000,0,0
29253010460000,29-25-301-046-0000,29-25-301-046-0000,0,29-25-301-046-0000,29-25-301-046-0000,0,0
29253010490000,29-25-301-049-0000,29-25-301-049-0000,0,29-25-301-049-0000,29-25-301-049-0000,0,0
29253010510000,29-25-301-051-0000,"29-25-301-051-0000, 29-25-301-052-0000",0,29-25-301-051-0000,29-25-301-051-0000,0,0
29253010510000,29-25-301-051-0000,"29-25-301-051-0000, 29-25-301-052-0000",0,29-25-301-052-0000,29-25-301-052-0000,0,0
29253010550000,29-25-301-055-0000,29-25-301-055-0000,0,29-25-301-055-0000,29-25-301-055-0000,0,0
29253010670000,29-25-301-067-0000,29-25-301-067-0000,0,29-25-301-067-0000,29-25-301-067-0000,0,0
29254070120000,29-25-407-012-0000,"29-25-407-012-0000, 29-25-407-013-0000, 29-25-407-014-0000, 29-25-407-015-0000, 29-25-407-016-0000",0,29-25-407-012-0000,29-25-407-012-0000,0,0
29254070120000,29-25-407-012-0000,"29-25-407-012-0000, 29-25-407-013-0000, 29-25-407-014-0000, 29-25-407-015-0000, 29-25-407-016-0000",0,29-25-407-013-0000,29-25-407-013-0000,0,0
29254070120000,29-25-407-012-0000,"29-25-407-012-0000, 29-25-407-013-0000, 29-25-407-014-0000, 29-25-407-015-0000, 29-25-407-016-0000",0,29-25-407-014-0000,29-25-407-014-0000,0,0
29254070120000,29-25-407-012-0000,"29-25-407-012-0000, 29-25-407-013-0000, 29-25-407-014-0000, 29-25-407-015-0000, 29-25-407-016-0000",0,29-25-407-015-0000,29-25-407-015-0000,0,0
29254070120000,29-25-407-012-0000,"29-25-407-012-0000, 29-25-407-013-0000, 29-25-407-014-0000, 29-25-407-015-0000, 29-25-407-016-0000",0,29-25-407-016-0000,29-25-407-016-0000,0,0
29271070320000,29-27-107-032-0000,"29-27-101-023-0000, 29-27-107-032-0000",0,29-27-101-023-0000,29-27-101-023-0000,0,0
29271070320000,29-27-107-032-0000,"29-27-101-023-0000, 29-27-107-032-0000",0,29-27-107-032-0000,29-27-107-032-0000,0,0
