year,agency_number,agency_name,adjust_eligible,lastyear_rate,lastyear_levy,total_ptab_refunds,total_coe_refunds,aggregate_refunds,levy_adjustment,home_rule_ind,agg_ext_base_year,lim_numerator,lim_denominator,lim_rate,prior_eav,curr_new_prop,cty_cook_eav,cty_total_eav,pct_burden,total_levy,total_max_levy,total_prelim_rate,total_reduced_levy,total_final_levy,total_final_rate,reduction_type,reduction_pct,total_non_cap_ext,total_ext,pct_inCook,recap_levyshare
2024,031240113,VIL OF STREAMWOOD SPECIAL SERVICE AREA # 14,Not Eligible,0.082,9613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,031240114,VIL OF STREAMWOOD SPEC. SERVICES AREA #15,Not Eligible,0.093,3136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,031240115,VIL OF STREAMWOOD SPECIAL SERVICE AREA #16,Not Eligible,0.137,4805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,031240116,VIL OF STREAMWOOD SPEC SERVICE AREA #17,Not Eligible,0.063,4967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,031240117,VIL OF STREAMWOOD SPECIAL SERVICE AREA 18,Not Eligible,0.23,18706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,031240118,VIL OF STREAMWOOD SPECIAL SERVICE AREA 19,Not Eligible,0.034,802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,031240119,VIL OF STREAMWOOD SPECIAL SERVICE AREA 20,Not Eligible,0.086,1636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,031240120,VIL OF STREAMWOOD SPECIAL SERVICE AREA 21,Not Eligible,0.074,3077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,031240121,VIL OF STREAMWOOD SPECIAL SERVICE AREA 22,Not Eligible,0.02,3412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,031240122,VIL OF STREAMWOOD SPECIAL SERVICE AREA 23,Not Eligible,0.059,1426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,031240123,VIL OF STREAMWOOD SPECIAL SERVICE AREA 24,Not Eligible,0.096,14947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,031240124,VIL OF STREAMWOOD SPECIAL SERVICE AREA 25,Not Eligible,0.09,12534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,031240125,VIL OF STREAMWOOD SPECIAL SERVICE AREA 26,Not Eligible,0.164,3357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,031240126,VIL OF STREAMWOOD SPECIAL SERVICE AREA 27,Not Eligible,0.155,2106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,031240127,VIL OF STREAMWOOD SPECIAL SERVICE AREA 28,Not Eligible,0.05,2321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,031240128,VIL OF STREAMWOOD SPEC SERV AREA #29,Not Eligible,0.072,6132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,031250000,VILLAGE OF   SUMMIT,Not Eligible,1.668,3771362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,031250104,VIL OF SUMMIT SPECIAL SERVICE AREA #5,Not Eligible,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,031260000,VILLAGE OF THORNTON,Not Eligible,4.779,3375944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,031260001,VILLAGE OF THORNTON LIBRARY FUND,Not Eligible,0.283,199915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,031270000,VILLAGE OF   TINLEY PARK,Not Eligible,1.251,19997701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,031270001,VILLAGE OF TINLEY PARK LIBRARY FUND,Not Eligible,0.309,4939480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,031270100,VILLAGE OF TINLEY PARK SPEC SERV AREA NO.3,Not Eligible,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,031270102,VILLAGE OF TINLEY PARK SPEC SERV AREA NO.5,Not Eligible,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,031280000,VILLAGE OF UNIVERSITY PARK,Not Eligible,4.304,143134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,031290000,VILLAGE OF   WESTCHESTER,Eligible,1.566,10431724,-101500,-278,-101779,101779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,031290001,VILLAGE OF WESTCHESTER LIBRARY FUND,Eligible,0.216,1438859,-18638,-40,-18679,18679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,031290100,VIL WESTCHESTER SPEC SER AREA1,Not Eligible,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,031290101,VIL WESTCHESTER SPEC SER AREA2,Not Eligible,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,031300000,VILLAGE OF   WESTERN SPRINGS,Eligible,0.868,8760777,-23315,-3161,-26476,26476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,031300001,VILLAGE OF WESTERN SPRINGS LIBRARY FUND,Eligible,0.196,1978240,-5421,-683,-6104,6104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,031310000,VILLAGE OF   WHEELING,Not Eligible,1.358,17690488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,031320000,VILLAGE OF   WILLOW SPRINGS,Eligible,0.838,2242978,-15374,-4389,-19763,19763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,031320100,VILLAGE OF WILLOW SPRINGS SSA 1,Not Eligible,67.974,391798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,031330000,VILLAGE OF   WILMETTE,Not Eligible,0.883,21320578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,031340000,VILLAGE OF   WINNETKA,Not Eligible,0.89,15762433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,031350000,VILLAGE OF   WORTH,Eligible,1.743,3911967,-42364,-6627,-48990,48990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,040030000,SCHOOL DISTRICT C C  15,Eligible,3.714,165304771,-1673144,-34265,-1707410,1707410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,040040000,SCH DIST 21 WHEELING COMM CONSOLIDATED,Eligible,4.744,115672616,-1822148,-7485,-1829634,1829634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,040050000,SCHOOL DIST 23 PROSPECT HEIGHTS,Eligible,3.416,23432023,-103413,-5893,-109306,109306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,040070000,SCHOOL DISTRICT 25,Eligible,3.43,82239629,-611066,-5617,-616683,616683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,040080000,SCHOOL DISTRICT  26,Eligible,4.147,27764926,-324281,-726,-325006,325006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,040090000,SCHOOL DISTRICT  27,Eligible,3.084,33175910,-884286,-17216,-901501,901501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,040100000,SCHOOL DISTRICT  28,Eligible,2.927,44821610,-502728,-7025,-509754,509754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,040110000,SCHOOL DISTRICT  29,Eligible,2.702,16474015,-167017,0,-167017,167017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,040120000,SCHOOL DISTRICT  30,Eligible,3.189,34379130,-600086,-6165,-606252,606252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,040130000,SCHOOL DISTRICT  31,Eligible,2.62,20404851,-294665,-121085,-415750,415750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,040140000,SCHOOL DISTRICT C C  34,Eligible,2.847,86614781,-774222,-23830,-798052,798052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,040150000,SCH DISTRICT 35,Eligible,2.898,33804585,-431215,-25058,-456274,456274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,040160000,SCH DISTRICT 36,Eligible,3.082,53264114,-512661,-11470,-524130,524130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,040170000,SCH DISTRICT 37,Eligible,2.872,16768895,-227358,0,-227358,227358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,040180000,SCH DISTRICT 38,Eligible,3.564,15797322,-169768,0,-169768,169768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,040190000,SCH DISTRICT 39,Eligible,2.938,67221285,-443960,-20503,-464463,464463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,040210000,SCHOOL DISTRICT C C  54,Eligible,3.696,215522888,-3764198,-413245,-4177444,4177444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,040220000,SCHOOL DISTRICT  57,Eligible,3.51,30710095,-344898,0,-344898,344898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,040230000,SCHOOL DISTRICT C C  59,Eligible,2.913,110259057,-3896577,-42846,-3939423,3939423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,040240000,SCHOOL DISTRICT C C  62,Eligible,3.43,87546771,-1744494,-12742,-1757236,1757236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,040250000,SCHOOL DISTRICT  63,Eligible,3.211,47103583,-404123,-10385,-414508,414508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,040260000,SCHOOL DISTRICT C C  64,Eligible,3.845,83247947,-588678,-3112,-591790,591790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,040270000,SCHOOL DISTRICT C C  65,Eligible,3.322,140035850,-2082572,-36749,-2119321,2119321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,040280000,SCHOOL DISTRICT 67,Eligible,2.782,11629961,-41317,0,-41317,41317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,040290000,SCHOOL DISTRICT 68,Eligible,2.762,33758596,-393333,-1939,-395272,395272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,040300000,SCHOOL DISTRICT 69,Eligible,4.819,27248022,-585458,-86,-585544,585544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,040310000,SCHOOL DISTRICT 70,Eligible,3.34,14516717,-190217,0,-190217,190217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,040320000,SCHOOL DISTRICT 71,Eligible,1.896,11494321,-264940,0,-264940,264940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,040330000,SCHOOL DISTRICT 72,Eligible,2.319,13570410,-372636,0,-372636,372636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,040340000,SCHOOL DISTRICT 73,Eligible,4.105,11928112,-393021,0,-393021,393021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,040350000,SCHOOL DISTRICT 73 1/2,Eligible,4.608,19894655,-153156,-18506,-171662,171662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,040360000,SCHOOL DISTRICT 74,Eligible,3.437,28392776,-354456,-17624,-372081,372081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,040370000,SCHOOL DISTRICT  78,Eligible,1.504,9963514,-93485,0,-93485,93485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,040380000,SCHOOL DISTRICT  79,Eligible,2.692,6093967,-24185,-1626,-25811,25811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,040390000,SCHOOL DISTRICT  80,Eligible,2.005,11014571,-83290,0,-83290,83290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,040400000,SCHOOL DISTRICT  81,Eligible,4.167,20756470,-459872,0,-459872,459872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,040410000,SCHOOL DISTRICT  83,Eligible,4.319,51431218,-1076845,-453,-1077298,1077298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,040420000,SCHOOL DISTRICT  84,Eligible,3.785,21106449,-453037,-469,-453506,453506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,040430000,SCHOOL DISTRICT  84 1/2,Eligible,4.263,12862669,-253576,0,-253576,253576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,040450000,SCHOOL DISTRICT  85 1/2,Eligible,3.17,6139628,-63918,0,-63918,63918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,040460000,SCHOOL DISTRICT 86,Eligible,2.733,7222871,-74508,0,-74508,74508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,040470000,SCHOOL DISTRICT 87,Eligible,4.357,31211414,-464272,-11863,-476135,476135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,040480000,SCHOOL DISTRICT 88,Eligible,4.313,19118058,-259342,-7950,-267292,267292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,040490000,SCHOOL DISTRICT 89,Eligible,2.472,20291309,-146300,-48969,-195269,195269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,040500000,SCHOOL DISTRICT 90,Eligible,3.685,27751185,-216808,-7517,-224325,224325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,040510000,SCHOOL DISTRICT 91,Eligible,3.769,19318665,-141783,-28376,-170159,170159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,040520000,SCHOOL DISTRICT 92,Eligible,4.449,7223146,-172226,0,-172226,172226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,040530000,SCHOOL DISTRICT 92 1/2,Eligible,2.893,15913284,-269582,-575,-270156,270156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,040540000,SCHOOL DISTRICT 93,Eligible,2.509,8908645,-140652,-743,-141395,141395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,040550000,SCHOOL DISTRICT 94,Eligible,3.273,8070463,-83383,0,-83383,83383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,040560000,SCHOOL DISTRICT 95,Eligible,4.804,14824685,-31330,-3358,-34688,34688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,040570000,SCHOOL DISTRICT 96,Eligible,4.534,30275318,-268118,-13990,-282108,282108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,040580000,SCHOOL DISTRICT  97,Eligible,4.192,99009066,-495301,-60197,-555498,555498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,040590000,SCHOOL DISTRICT  98,Eligible,2.632,10980033,-70994,-3763,-74757,74757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,040600000,SCHOOL DISTRICT  99,Eligible,2.987,32490009,-345883,-5888,-351770,351770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,040610000,SCHOOL DISTRICT  100,Eligible,4.146,26609901,-127485,0,-127485,127485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,040620000,SCHOOL DISTRICT  101,Eligible,3.087,23955286,-48196,-9716,-57911,57911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,040630000,SCHOOL DISTRICT  102,Eligible,3.486,44443038,-383858,-7226,-391084,391084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,040640000,SCHOOL DISTRICT  103,Eligible,4.172,25119616,-312147,-5677,-317824,317824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,040650000,SCHOOL DISTRICT  104,Eligible,4.604,17192931,-320371,-9970,-330341,330341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,040660000,SCHOOL DISTRICT  105,Eligible,3.104,27434736,-316530,-16893,-333423,333423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,040670000,SCHOOL DISTRICT  106,Eligible,2.874,17006089,-84218,0,-84218,84218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,040680000,SCHOOL DISTRICT  107,Eligible,2.02,15735895,-144932,-1043,-145975,145975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,040690000,SCHOOL DISTRICT C C  108,Eligible,3.931,4878062,-29213,-19625,-48839,48839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,040700000,SCHOOL DISTRICT  109,Eligible,3.43,20101008,-254198,-336,-254534,254534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,040710000,SCHOOL DISTRICT  110,Eligible,1.873,7160740,-161458,0,-161458,161458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,040720000,SCHOOL DISTRICT  111,Eligible,4.038,44312912,-1001724,-15492,-1017216,1017216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,040740000,COMBINED SCHOOL DISTRICT C.C NO.113A,Eligible,1.901,24010935,-123624,-1834,-125458,125458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,040750000,SCHOOL DISTRICT  117,Eligible,4.158,36807518,-235504,-138575,-374079,374079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,040760000,SCHOOL DISTRICT C C  118,Eligible,2.868,31063934,-416742,-6521,-423262,423262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,040770000,SCHOOL DISTRICT  122,Eligible,3.88,26742280,-322353,-1408,-323761,323761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,040780000,SCHOOL DISTRICT  123,Eligible,4.386,43032312,-941901,-1898,-943799,943799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,040790000,SCHOOL DISTRICT  124,Eligible,4.802,27044193,-181019,0,-181019,181019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,040800000,SCHOOL DISTRICT  125,Eligible,3.959,7003151,-90790,-1018,-91808,91808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,040810000,SCHOOL DISTRICT  126,Eligible,3.787,27315220,-496249,-6005,-502254,502254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,040820000,SCHOOL DISTRICT  127,Eligible,4.529,10988204,-123437,-17245,-140682,140682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,040830000,SCHOOL DISTRICT  127 1/2,Eligible,3.428,8293262,-112814,0,-112814,112814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,040830001,SD 122 BOND/PART ANNEXED BY SD 127 1/2 2010,Not Eligible,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
