"","key_pin","pi_ns","address","tax_district","classes","subclass2","land_total_sf","gba","market_value","x2025_partial_value","x2025_partial_value_reason","sheet_name","file_name","idph_number","bldg_sf","units_beds","revenue_bed_night","est_pgi","est_vacancy_percent","exp_percent","noi","cap_rate","final_mv_bed","impr_name","year_blt","units_keys","rev_key_night","occupancy","rev_par","total_rev","ebitda_noi","final_mv_key","investment_rating","adj_rent_sf","pgi","v_c","egi","percent_exp","l_b_ratio","excess_land_area","excess_land_value","final_mv_sf","studios","x1br","x2br","x3br","x4br","mobile_home_pads","comm_sf","adjusted_pgi","final_mv_unit","nbhd","town_region","land_total_val","model"
"6907","04-02-400-005-1020","04-02-400-005-1020",NA,NA,"5-99","52:OFFICE-CONDOS",NA,NA,"542000",NA,NA,"Condos","Northfield 2025.T25.PublicModel.xlsx",NA,NA,NA,NA,NA,NA,NA,"46049.8477603479","0.085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18","95220","0.05","90459","0.490931275380582","4",NA,NA,"102.412649305789",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-072","1","768719",NA
"6908","04-02-400-005-1021","04-02-400-005-1021",NA,NA,"5-99","52:OFFICE-CONDOS",NA,NA,"732000",NA,NA,"Condos","Northfield 2025.T25.PublicModel.xlsx",NA,NA,NA,NA,NA,NA,NA,"62197.8002792377","0.085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18","128610","0.05","122179.5","0.490930964038667","4",NA,NA,"102.412711940456",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-072","1","1038337",NA
"6909","04-02-400-005-1022","04-02-400-005-1022",NA,NA,"5-99","52:OFFICE-CONDOS",NA,NA,"542000",NA,NA,"Condos","Northfield 2025.T25.PublicModel.xlsx",NA,NA,NA,NA,NA,NA,NA,"46049.8477603479","0.085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18","95220","0.05","90459","0.490931275380582","4",NA,NA,"102.412649305789",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-072","1","768719",NA
"6910","04-02-400-005-1023","04-02-400-005-1023",NA,NA,"5-99","52:OFFICE-CONDOS",NA,NA,"542000",NA,NA,"Condos","Northfield 2025.T25.PublicModel.xlsx",NA,NA,NA,NA,NA,NA,NA,"46049.8477603479","0.085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18","95220","0.05","90459","0.490931275380582","4",NA,NA,"102.412649305789",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-072","1","768719",NA
"6911","04-02-400-005-1024","04-02-400-005-1024",NA,NA,"5-99","52:OFFICE-CONDOS",NA,NA,"542000",NA,NA,"Condos","Northfield 2025.T25.PublicModel.xlsx",NA,NA,NA,NA,NA,NA,NA,"46049.8477603479","0.085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18","95220","0.05","90459","0.490931275380582","4",NA,NA,"102.412649305789",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-072","1","768719",NA
"6912","04-02-400-005-1025","04-02-400-005-1025",NA,NA,"5-99","52:OFFICE-CONDOS",NA,NA,"542000",NA,NA,"Condos","Northfield 2025.T25.PublicModel.xlsx",NA,NA,NA,NA,NA,NA,NA,"46049.8477603479","0.085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18","95220","0.05","90459","0.490931275380582","4",NA,NA,"102.412649305789",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-072","1","768719",NA
"6913","04-02-400-005-1026","04-02-400-005-1026",NA,NA,"5-99","52:OFFICE-CONDOS",NA,NA,"542000",NA,NA,"Condos","Northfield 2025.T25.PublicModel.xlsx",NA,NA,NA,NA,NA,NA,NA,"46049.8477603479","0.085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18","95220","0.05","90459","0.490931275380582","4",NA,NA,"102.412649305789",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-072","1","768719",NA
"6914","04-02-400-005-1027","04-02-400-005-1027",NA,NA,"5-99","52:OFFICE-CONDOS",NA,NA,"542000",NA,NA,"Condos","Northfield 2025.T25.PublicModel.xlsx",NA,NA,NA,NA,NA,NA,NA,"46049.8477603479","0.085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18","95220","0.05","90459","0.490931275380582","4",NA,NA,"102.412649305789",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-072","1","768719",NA
"6915","04-02-416-008-1001","04-02-416-008-1001",NA,NA,"5-99","52:OFFICE-CONDOS",NA,NA,"542000",NA,NA,"Condos","Northfield 2025.T25.PublicModel.xlsx",NA,NA,NA,NA,NA,NA,NA,"46093.3695416041","0.085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18","95310","0.05","90544.5","0.490931315081489","4",NA,NA,"102.4126413189",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-072","1","482733",NA
"6916","04-02-416-008-1002","04-02-416-008-1002",NA,NA,"5-99","52:OFFICE-CONDOS",NA,NA,"542000",NA,NA,"Condos","Northfield 2025.T25.PublicModel.xlsx",NA,NA,NA,NA,NA,NA,NA,"46093.3059706572","0.085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18","95310","0.05","90544.5","0.490932017177662","4",NA,NA,"102.41250007367",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-072","1","482733",NA
"6917","04-02-416-008-1003","04-02-416-008-1003",NA,NA,"5-99","52:OFFICE-CONDOS",NA,NA,"479000",NA,NA,"Condos","Northfield 2025.T25.PublicModel.xlsx",NA,NA,NA,NA,NA,NA,NA,"40748.4501052385","0.085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18","84258","0.05","80045.1","0.490931361129681","4",NA,NA,"102.412632055088",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-072","1","426772",NA
"6918","04-02-416-008-1004","04-02-416-008-1004",NA,NA,"5-99","52:OFFICE-CONDOS",NA,NA,"542000",NA,NA,"Condos","Northfield 2025.T25.PublicModel.xlsx",NA,NA,NA,NA,NA,NA,NA,"46093.3059706572","0.085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18","95310","0.05","90544.5","0.490932017177662","4",NA,NA,"102.41250007367",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-072","1","482733",NA
"6919","04-02-416-008-1005","04-02-416-008-1005",NA,NA,"5-99","52:OFFICE-CONDOS",NA,NA,"542000",NA,NA,"Condos","Northfield 2025.T25.PublicModel.xlsx",NA,NA,NA,NA,NA,NA,NA,"46093.3059706572","0.085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18","95310","0.05","90544.5","0.490932017177662","4",NA,NA,"102.41250007367",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-072","1","482733",NA
"6920","04-02-416-008-1006","04-02-416-008-1006",NA,NA,"5-99","52:OFFICE-CONDOS",NA,NA,"542000",NA,NA,"Condos","Northfield 2025.T25.PublicModel.xlsx",NA,NA,NA,NA,NA,NA,NA,"46093.3059706572","0.085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18","95310","0.05","90544.5","0.490932017177662","4",NA,NA,"102.41250007367",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-072","1","482733",NA
"6921","04-02-416-008-1007","04-02-416-008-1007",NA,NA,"5-99","52:OFFICE-CONDOS",NA,NA,"522000",NA,NA,"Condos","Northfield 2025.T25.PublicModel.xlsx",NA,NA,NA,NA,NA,NA,NA,"44395.8790175207","0.085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18","91800","0.05","87210","0.490931326481818","4",NA,NA,"102.412639025423",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-072","1","482733",NA
"6922","04-02-416-008-1008","04-02-416-008-1008",NA,NA,"5-99","52:OFFICE-CONDOS",NA,NA,"542000",NA,NA,"Condos","Northfield 2025.T25.PublicModel.xlsx",NA,NA,NA,NA,NA,NA,NA,"46093.3059706572","0.085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18","95310","0.05","90544.5","0.490932017177662","4",NA,NA,"102.41250007367",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-072","1","482733",NA
"6923","04-02-416-008-1009","04-02-416-008-1009",NA,NA,"5-99","52:OFFICE-CONDOS",NA,NA,"542000",NA,NA,"Condos","Northfield 2025.T25.PublicModel.xlsx",NA,NA,NA,NA,NA,NA,NA,"46093.3059706572","0.085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18","95310","0.05","90544.5","0.490932017177662","4",NA,NA,"102.41250007367",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-072","1","482733",NA
"6924","04-02-416-008-1010","04-02-416-008-1010",NA,NA,"5-99","52:OFFICE-CONDOS",NA,NA,"542000",NA,NA,"Condos","Northfield 2025.T25.PublicModel.xlsx",NA,NA,NA,NA,NA,NA,NA,"46093.3059706572","0.085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18","95310","0.05","90544.5","0.490932017177662","4",NA,NA,"102.41250007367",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-072","1","482733",NA
"6925","04-02-416-008-1011","04-02-416-008-1011",NA,NA,"5-99","52:OFFICE-CONDOS",NA,NA,"542000",NA,NA,"Condos","Northfield 2025.T25.PublicModel.xlsx",NA,NA,NA,NA,NA,NA,NA,"46093.3059706572","0.085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18","95310","0.05","90544.5","0.490932017177662","4",NA,NA,"102.41250007367",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-072","1","482733",NA
"6926","04-02-416-008-1012","04-02-416-008-1012",NA,NA,"5-99","52:OFFICE-CONDOS",NA,NA,"542000",NA,NA,"Condos","Northfield 2025.T25.PublicModel.xlsx",NA,NA,NA,NA,NA,NA,NA,"46093.3059706572","0.085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18","95310","0.05","90544.5","0.490932017177662","4",NA,NA,"102.41250007367",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-072","1","482733",NA
"6927","04-02-416-008-1013","04-02-416-008-1013",NA,NA,"5-99","52:OFFICE-CONDOS",NA,NA,"542000",NA,NA,"Condos","Northfield 2025.T25.PublicModel.xlsx",NA,NA,NA,NA,NA,NA,NA,"46093.3059706572","0.085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18","95310","0.05","90544.5","0.490932017177662","4",NA,NA,"102.41250007367",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-072","1","482733",NA
"6928","04-02-416-008-1014","04-02-416-008-1014",NA,NA,"5-99","52:OFFICE-CONDOS",NA,NA,"542000",NA,NA,"Condos","Northfield 2025.T25.PublicModel.xlsx",NA,NA,NA,NA,NA,NA,NA,"46093.3059706572","0.085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18","95310","0.05","90544.5","0.490932017177662","4",NA,NA,"102.41250007367",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-072","1","482733",NA
"6929","04-02-416-008-1015","04-02-416-008-1015",NA,NA,"5-99","52:OFFICE-CONDOS",NA,NA,"542000",NA,NA,"Condos","Northfield 2025.T25.PublicModel.xlsx",NA,NA,NA,NA,NA,NA,NA,"46093.3059706572","0.085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18","95310","0.05","90544.5","0.490932017177662","4",NA,NA,"102.41250007367",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-072","1","482733",NA
"6930","04-02-416-008-1016","04-02-416-008-1016",NA,NA,"5-99","52:OFFICE-CONDOS",NA,NA,"542000",NA,NA,"Condos","Northfield 2025.T25.PublicModel.xlsx",NA,NA,NA,NA,NA,NA,NA,"46093.3059706572","0.085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18","95310","0.05","90544.5","0.490932017177662","4",NA,NA,"102.41250007367",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-072","1","482733",NA
"6931","04-02-416-008-1017","04-02-416-008-1017",NA,NA,"5-99","52:OFFICE-CONDOS",NA,NA,"542000",NA,NA,"Condos","Northfield 2025.T25.PublicModel.xlsx",NA,NA,NA,NA,NA,NA,NA,"46093.3059706572","0.085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18","95310","0.05","90544.5","0.490932017177662","4",NA,NA,"102.41250007367",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-072","1","482733",NA
"6932","04-02-416-008-1018","04-02-416-008-1018",NA,NA,"5-99","52:OFFICE-CONDOS",NA,NA,"542000",NA,NA,"Condos","Northfield 2025.T25.PublicModel.xlsx",NA,NA,NA,NA,NA,NA,NA,"46093.3059706572","0.085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18","95310","0.05","90544.5","0.490932017177662","4",NA,NA,"102.41250007367",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-072","1","482733",NA
"6933","04-02-416-008-1019","04-02-416-008-1019",NA,NA,"5-99","52:OFFICE-CONDOS",NA,NA,"542000",NA,NA,"Condos","Northfield 2025.T25.PublicModel.xlsx",NA,NA,NA,NA,NA,NA,NA,"46093.3059706572","0.085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18","95310","0.05","90544.5","0.490932017177662","4",NA,NA,"102.41250007367",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-072","1","482733",NA
"6934","04-02-416-008-1020","04-02-416-008-1020",NA,NA,"5-99","52:OFFICE-CONDOS",NA,NA,"542000",NA,NA,"Condos","Northfield 2025.T25.PublicModel.xlsx",NA,NA,NA,NA,NA,NA,NA,"46093.3059706572","0.085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18","95310","0.05","90544.5","0.490932017177662","4",NA,NA,"102.41250007367",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-072","1","482733",NA
"6935","04-02-416-008-1021","04-02-416-008-1021",NA,NA,"5-99","52:OFFICE-CONDOS",NA,NA,"542000",NA,NA,"Condos","Northfield 2025.T25.PublicModel.xlsx",NA,NA,NA,NA,NA,NA,NA,"46093.3059706572","0.085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18","95310","0.05","90544.5","0.490932017177662","4",NA,NA,"102.41250007367",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-072","1","482733",NA
"6936","04-02-416-008-1022","04-02-416-008-1022",NA,NA,"5-99","52:OFFICE-CONDOS",NA,NA,"714000",NA,NA,"Condos","Northfield 2025.T25.PublicModel.xlsx",NA,NA,NA,NA,NA,NA,NA,"60709.1997265054","0.085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18","125532","0.05","119255.4","0.490931230564776","4",NA,NA,"102.412658321674",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-072","1","635894",NA
"6937","04-02-416-008-1023","04-02-416-008-1023",NA,NA,"5-99","52:OFFICE-CONDOS",NA,NA,"542000",NA,NA,"Condos","Northfield 2025.T25.PublicModel.xlsx",NA,NA,NA,NA,NA,NA,NA,"46093.3059706572","0.085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18","95310","0.05","90544.5","0.490932017177662","4",NA,NA,"102.41250007367",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-072","1","482733",NA
"6938","04-02-416-008-1024","04-02-416-008-1024",NA,NA,"5-99","52:OFFICE-CONDOS",NA,NA,"542000",NA,NA,"Condos","Northfield 2025.T25.PublicModel.xlsx",NA,NA,NA,NA,NA,NA,NA,"46093.3059706572","0.085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18","95310","0.05","90544.5","0.490932017177662","4",NA,NA,"102.41250007367",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-072","1","482733",NA
"6939","04-05-103-022-1001","04-05-103-022-1001",NA,NA,"5-99","52:OFFICE-CONDOS",NA,NA,"254000",NA,NA,"Condos","Northfield 2025.T25.PublicModel.xlsx",NA,NA,NA,NA,NA,NA,NA,"21591.8660955498","0.085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20","44960","0.05","42712","0.494477755770045","4","0",NA,"112.999089886696",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-250","1","53495",NA
"6940","04-05-103-022-1002","04-05-103-022-1002",NA,NA,"5-99","52:OFFICE-CONDOS",NA,NA,"181000",NA,NA,"Condos","Northfield 2025.T25.PublicModel.xlsx",NA,NA,NA,NA,NA,NA,NA,"15348.6561086856","0.085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20","31960","0.05","30362","0.494478094042369","4","0",NA,"112.999014272882",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-250","1","38019",NA
"6941","04-05-103-022-1003","04-05-103-022-1003",NA,NA,"5-99","52:OFFICE-CONDOS",NA,NA,"543000",NA,NA,"Condos","Northfield 2025.T25.PublicModel.xlsx",NA,NA,NA,NA,NA,NA,NA,"46187.2674785576","0.085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18","96174","0.05","91365.3","0.494476924187218","4","0",NA,"101.699348192924",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-250","1","127138",NA
"6942","04-05-103-022-1004","04-05-103-022-1004",NA,NA,"5-99","52:OFFICE-CONDOS",NA,NA,"190000",NA,NA,"Condos","Northfield 2025.T25.PublicModel.xlsx",NA,NA,NA,NA,NA,NA,NA,"16126.6206035198","0.085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20","33580","0.05","31901","0.494479151013455","4","0",NA,"112.998778008757",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-250","1","39946",NA
"6943","04-05-103-022-1005","04-05-103-022-1005",NA,NA,"5-99","52:OFFICE-CONDOS",NA,NA,"389000",NA,NA,"Condos","Northfield 2025.T25.PublicModel.xlsx",NA,NA,NA,NA,NA,NA,NA,"33079.4079888852","0.085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20","68880","0.05","65436","0.494476924187218","4","0",NA,"112.999275769916",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-250","1","81936",NA
"6944","04-05-103-022-1006","04-05-103-022-1006",NA,NA,"5-99","52:OFFICE-CONDOS",NA,NA,"420000",NA,NA,"Condos","Northfield 2025.T25.PublicModel.xlsx",NA,NA,NA,NA,NA,NA,NA,"35727.3838801147","0.085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18","74394","0.05","70674.3","0.494478418886148","4","0",NA,"101.699047494669",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-250","1","98346",NA
"6945","04-05-103-022-1007","04-05-103-022-1007",NA,NA,"5-99","52:OFFICE-CONDOS",NA,NA,"196000",NA,NA,"Condos","Northfield 2025.T25.PublicModel.xlsx",NA,NA,NA,NA,NA,NA,NA,"16645.2517604587","0.085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20","34660","0.05","32927","0.494480160340794","4","0",NA,"112.998552394411",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-250","1","41231",NA
"6946","04-05-103-022-1008","04-05-103-022-1008",NA,NA,"5-99","52:OFFICE-CONDOS",NA,NA,"197000",NA,NA,"Condos","Northfield 2025.T25.PublicModel.xlsx",NA,NA,NA,NA,NA,NA,NA,"16741.3721823125","0.085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20","34860","0.05","33117","0.494477996729399","4","0",NA,"112.999036025193",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-250","1","41464",NA
"6947","04-05-103-022-1009","04-05-103-022-1009",NA,NA,"5-99","52:OFFICE-CONDOS",NA,NA,"297000",NA,NA,"Condos","Northfield 2025.T25.PublicModel.xlsx",NA,NA,NA,NA,NA,NA,NA,"25203.32294871","0.085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20","52480","0.05","49856","0.494477636619263","4","0",NA,"112.9991165204",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-250","1","62430",NA
"6948","04-05-203-047-1001","04-05-203-047-1001",NA,NA,"5-99","52:OFFICE-CONDOS",NA,NA,"967000",NA,NA,"Condos","Northfield 2025.T25.PublicModel.xlsx",NA,NA,NA,NA,NA,NA,NA,"82200.055516878","0.085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18","171162","0.05","162603.9","0.494476728314154","4","0",NA,"101.699387597976",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-250","1","431101",NA
"6949","04-05-203-047-1002","04-05-203-047-1002",NA,NA,"5-99","52:OFFICE-CONDOS",NA,NA,"695000",NA,NA,"Condos","Northfield 2025.T25.PublicModel.xlsx",NA,NA,NA,NA,NA,NA,NA,"59041.5241562967","0.085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18","122940","0.05","116793","0.494477201918807","4","0",NA,"101.699292319863",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-250","1","309623",NA
"6950","04-05-301-015-1004","04-05-301-015-1004",NA,NA,"5-99","52:OFFICE-CONDOS",NA,NA,"628000",NA,NA,"Condos","Northfield 2025.T25.PublicModel.xlsx",NA,NA,NA,NA,NA,NA,NA,"53414.05334271","0.085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18","111222","0.05","105660.9","0.494476638541694","4","0",NA,"101.699405658083",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-250","1","259258",NA
"6951","04-05-301-015-1033","04-05-301-015-1033",NA,NA,"5-99","52:OFFICE-CONDOS",NA,NA,"349000",NA,NA,"Condos","Northfield 2025.T25.PublicModel.xlsx",NA,NA,NA,NA,NA,NA,NA,"29679.2597809685","0.085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20","61800","0.05","58710","0.494476924187218","4","0",NA,"112.999275769916",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-250","1","129629",NA
"6952","04-05-301-015-1034","04-05-301-015-1034",NA,NA,"5-99","52:OFFICE-CONDOS",NA,NA,"349000",NA,NA,"Condos","Northfield 2025.T25.PublicModel.xlsx",NA,NA,NA,NA,NA,NA,NA,"29679.2597809685","0.085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20","61800","0.05","58710","0.494476924187218","4","0",NA,"112.999275769916",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-250","1","129629",NA
"6953","04-05-301-015-1035","04-05-301-015-1035",NA,NA,"5-99","52:OFFICE-CONDOS",NA,NA,"349000",NA,NA,"Condos","Northfield 2025.T25.PublicModel.xlsx",NA,NA,NA,NA,NA,NA,NA,"29679.2597809685","0.085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20","61800","0.05","58710","0.494476924187218","4","0",NA,"112.999275769916",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-250","1","129629",NA
"6954","04-05-301-015-1036","04-05-301-015-1036",NA,NA,"5-99","52:OFFICE-CONDOS",NA,NA,"349000",NA,NA,"Condos","Northfield 2025.T25.PublicModel.xlsx",NA,NA,NA,NA,NA,NA,NA,"29679.2597809685","0.085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20","61800","0.05","58710","0.494476924187218","4","0",NA,"112.999275769916",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-250","1","129629",NA
"6955","04-05-301-015-1037","04-05-301-015-1037",NA,NA,"5-99","52:OFFICE-CONDOS",NA,NA,"349000",NA,NA,"Condos","Northfield 2025.T25.PublicModel.xlsx",NA,NA,NA,NA,NA,NA,NA,"29679.2597809685","0.085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20","61800","0.05","58710","0.494476924187218","4","0",NA,"112.999275769916",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-250","1","129629",NA
"6956","04-05-301-015-1038","04-05-301-015-1038",NA,NA,"5-99","52:OFFICE-CONDOS",NA,NA,"349000",NA,NA,"Condos","Northfield 2025.T25.PublicModel.xlsx",NA,NA,NA,NA,NA,NA,NA,"29679.2597809685","0.085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20","61800","0.05","58710","0.494476924187218","4","0",NA,"112.999275769916",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-250","1","129629",NA
"6957","04-05-301-015-1039","04-05-301-015-1039",NA,NA,"5-99","52:OFFICE-CONDOS",NA,NA,"141000",NA,NA,"Condos","Northfield 2025.T25.PublicModel.xlsx",NA,NA,NA,NA,NA,NA,NA,"11967.6925035374","0.085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20","24920","0.05","23674","0.494479492120581","4","0",NA,"112.998701761282",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-250","1","52283",NA
"6958","04-05-301-015-1040","04-05-301-015-1040",NA,NA,"5-99","52:OFFICE-CONDOS",NA,NA,"502000",NA,NA,"Condos","Northfield 2025.T25.PublicModel.xlsx",NA,NA,NA,NA,NA,NA,NA,"42642.9848306291","0.085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18","88794","0.05","84354.3","0.494477639780911","4","0",NA,"101.699204232311",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-250","1","206974",NA
"6959","04-05-301-015-1043","04-05-301-015-1043",NA,NA,"5-99","52:OFFICE-CONDOS",NA,NA,"245000",NA,NA,"Condos","Northfield 2025.T25.PublicModel.xlsx",NA,NA,NA,NA,NA,NA,NA,"20842.6556220828","0.085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20","43400","0.05","41230","0.494478398688266","4","0",NA,"112.998946175564",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-250","1","91034",NA
"6960","04-05-301-015-1044","04-05-301-015-1044",NA,NA,"5-99","52:OFFICE-CONDOS",NA,NA,"233000",NA,NA,"Condos","Northfield 2025.T25.PublicModel.xlsx",NA,NA,NA,NA,NA,NA,NA,"19795.7781257527","0.085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20","41220","0.05","39159","0.494476924187218","4","0",NA,"112.999275769916",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-250","1","86484",NA
"6961","04-15-200-031-4001","04-15-200-031-4001",NA,NA,"5-99","52:OFFICE-CONDOS",NA,NA,"212000",NA,NA,"Condos","Northfield 2025.T25.PublicModel.xlsx",NA,NA,NA,NA,NA,NA,NA,"17985.129678641","0.085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24.2","36735.6","0.05","34898.82","0.484649346922302","4","31006.16714",NA,"139.387194285368",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-160","1","208565",NA
"6962","04-15-200-031-4005","04-15-200-031-4005",NA,NA,"5-99","52:OFFICE-CONDOS",NA,NA,"212000",NA,NA,"Condos","Northfield 2025.T25.PublicModel.xlsx",NA,NA,NA,NA,NA,NA,NA,"17985.129678641","0.085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24.2","36735.6","0.05","34898.82","0.484649346922302","4","31006.16714",NA,"139.387194285368",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-160","1","208565",NA
"6963","04-15-200-031-4006","04-15-200-031-4006",NA,NA,"5-99","52:OFFICE-CONDOS",NA,NA,"212000",NA,NA,"Condos","Northfield 2025.T25.PublicModel.xlsx",NA,NA,NA,NA,NA,NA,NA,"17985.129678641","0.085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24.2","36735.6","0.05","34898.82","0.484649346922302","4","31006.16714",NA,"139.387194285368",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-160","1","208565",NA
