agency_number,agency_name,recaptured_sp_ptab,recaptured_coe,year,total_recaptured
030250020,CITY OF COUNTRYSIDE   RB,-1377,0,2023,-1377
030250500,TIF CITY OF COUNTRYSIDE-COMMERCIAL,-32677,0,2023,-32677
030250501,TIF CITY OF COUNTRYSIDE-55TH ST COMMERCIAL,-79,0,2023,-79
030260000,VILLAGE OF   CRESTWOOD,-29423,-996,2023,-30419
030260020,VILLAGE OF CRESTWOOD   RB,-1311,-46,2023,-1357
030260085,VILLAGE OF CRESTWOOD POLICE PENSION ESCROW,-1344,-43,2023,-1387
030280000,VILLAGE OF   DEERFIELD,-75441,0,2023,-75441
030280001,VILLAGE OF DEERFIELD LIBRARY FUND,-47782,0,2023,-47782
030280020,VILLAGE OF DEERFIELD   RB,-2959,0,2023,-2959
030290000,CITY OF   DES PLAINES,-405580,-2086,2023,-407666
030290001,CITY OF DES PLAINES LIBRARY FUND,-141181,-1008,2023,-142189
030290020,CITY OF DES PLAINES   RB,-5761,-43,2023,-5804
030290080,CITY OF DES PLAINES FIRE PENSION ESCROW,-155280,-946,2023,-156226
030290085,CITY OF DES PLAINES POLICE PENSION ESCROW,-164044,-1005,2023,-165049
030290107,CITY OF DESPLAINES SPEC SERV AREA #10,-472,0,2023,-472
030290504,TIF CITY OF DES PLAINES-5,-75710,0,2023,-75710
030290506,TIF CITY OF DES PLAINES-HIGGINS/PRATT,-35045,0,2023,-35045
030290507,TIF CITY OF DES PLAINES-OAKTON ST,-83955,0,2023,-83955
030300000,VILLAGE OF   DIXMOOR,-9320,0,2023,-9320
030300020,VILLAGE OF DIXMOOR   RB,-5,0,2023,-5
030300021,VILLAGE OF DIXMOOR ESCROW,-644,0,2023,-644
030300501,TIF VIL OF DIXMOOR-2,-51992,0,2023,-51992
030310000,VILLAGE OF DOLTON,-111031,-6337,2023,-117368
030310020,VILLAGE OF DOLTON   RB,-32,-10,2023,-42
030310022,VILLAGE OF DOLTON BOND ESCROW ACCOUNT,0,-949,2023,-949
030310023,VILLAGE OF DOLTON 2009A BOND ESCROW,-9193,-704,2023,-9897
030310024,VILLAGE OF DOLTON 2009B BOND ESCROW,-4558,-324,2023,-4882
030310025,VILLAGE OF DOLTON 2009C BOND ESCROW,-11929,-685,2023,-12614
030310026,VILLAGE OF DOLTON 2020 BOND ESCROW,-2045,-375,2023,-2420
030310027,VILLAGE OF DOLTON 2021 2022 BOND ESCROW,-663,-350,2023,-1013
030310080,VILLAGE OF DOLTON FIRE PENSION ESCROW,-11287,-831,2023,-12118
030310085,VILLAGE OF DOLTON - POLICE PENSION ESCROW,-18602,-1381,2023,-19983
030310090,VILLAGE OF DOLTON 2021 CCPTB FUND ESCROW,0,-1701,2023,-1701
030310501,TIF VIL OF DOLTON-2,-15115,-6120,2023,-21235
030330000,VILLAGE OF EAST HAZELCREST,-20090,-249,2023,-20339
030330020,VILLAGE OF EAST HAZELCREST RB,-6,-0,2023,-6
030340000,CITY OF ELGIN,-95522,0,2023,-95522
030340020,CITY OF ELGIN RB,-2495,0,2023,-2495
030340080,CITY OF ELGIN FIRE PENSION ESCROW,-17014,0,2023,-17014
030340085,CITY OF ELGIN POLICE PENSION ESCROW,-22730,0,2023,-22730
030340500,TIF CITY OF ELGIN-BLUFF CITY QUARRY,-297,0,2023,-297
030350000,VILLAGE OF ELK GROVE VILLAGE,-561303,-7611,2023,-568914
030350001,VILLAGE OF ELK GROVE VILLAGE LIBRARY,-304379,-4813,2023,-309192
030350020,VILLAGE OF ELK GROVE VILLAGE RB,-7977,-94,2023,-8071
030350080,VILLAGE OF ELK GROVE VILLAGE FIRE PENSION,-196529,-3031,2023,-199560
030350085,VILLAGE OF ELK GROVE VILLAGE POLICE PENSION,-153505,-2312,2023,-155817
030350500,TIF VIL OF ELK GROVE VILLAGE-GROVE MALL,0,-32275,2023,-32275
030350501,TIF VIL OF ELK GROVE VILLAGE-BUSSE/ELMHURST,-243984,0,2023,-243984
030350502,TIF VIL OF ELK GROVE VILLAGE-HIGGINS RD CORR,-17965,-36255,2023,-54220
030360501,TIF VIL OF ELK GROVE VILLAGE-DEVON/ROHLWING,-53050,0,2023,-53050
030370000,VILLAGE OF   ELMWOOD PARK,-84663,0,2023,-84663
030370001,VILLAGE OF ELMWOOD PARK LIBRARY FUND,-11508,0,2023,-11508
030370020,VILLAGE OF ELMWOOD PARK   RB,-2137,0,2023,-2137
030370080,VILLAGE OF ELMWOOD PARK FIRE PENSION ESCROW,-9069,0,2023,-9069
030370085,VILLAGE OF ELMWOOD PARK POLICE PENSION,-13051,0,2023,-13051
030370501,TIF VIL OF ELMWOOD PARK-GRAND AVE CORRIDOR,-478,0,2023,-478
030370502,TIF VIL OF ELMWOOD PARK-NORTH/HARLEM,-1684,0,2023,-1684
030370503,TIF VIL OF ELMWOOD PARK-GRAND AVE CORR II,-6842,0,2023,-6842
030380000,CITY OF EVANSTON,-248341,-4353,2023,-252694
030380001,CITY OF EVANSTON LIBRARY FUND,-136780,-2419,2023,-139199
030380002,CITY OF EVANSTON GENERAL ASSISTANCE,-22927,-409,2023,-23336
030380021,CITY OF EVANSTON - ESCROW ACCOUNT,-262662,-4606,2023,-267268
030380080,CITY OF EVANSTON FIRE PENSION ESCROW,-172248,-3038,2023,-175286
030380085,CITY OF EVANSTON POLICE PENSION ESCROW,-206211,-3640,2023,-209851
030380103,CITY OF EVANSTON SPECIAL SERVICE AREA NO.4,-1122,0,2023,-1122
030380104,CITY OF EVANSTON SPECIAL SERVICE AREA 5,-107,0,2023,-107
030380105,CITY OF EVANSTON SPECIAL SERVICE AREA 6,-7948,0,2023,-7948
030380106,CITY OF EVANSTON SPECIAL SERVICE AREA 7,-5772,0,2023,-5772
030380107,CITY OF EVANSTON SPECIAL SERVICE AREA 8,-1919,0,2023,-1919
030380108,CITY OF EVANSTON SPECIAL SERVICE AREA 9,-24438,-235,2023,-24673
030380504,TIF CITY OF EVANSTON-AREA 5,-44783,0,2023,-44783
030380505,TIF CITY OF EVANSTON-AREA 6,-93580,0,2023,-93580
030380507,TIF CITY OF EVANSTON-CHICAGO/MAIN,-89819,0,2023,-89819
030380508,TIF CITY OF EVANSTON-AREA 9 FIVE FIFTHS,0,-250,2023,-250
030390000,VILLAGE OF   EVERGREEN PARK,-45985,0,2023,-45985
030390001,VILLAGE OF EVERGREEN PARK LIBRARY FUND,-9063,0,2023,-9063
030390020,VILLAGE OF EVERGREEN PARK   RB,-505,0,2023,-505
030390080,VILLAGE OF EVERGREEN PARK FIRE PENS ESCROW,-1982,0,2023,-1982
030390085,VILLAGE OF EVERGREEN PARK POLICE PENSION,-10113,0,2023,-10113
030390502,TIF VIL OF EVERGREEN PARK-95TH ST,-55132,0,2023,-55132
030400000,VILLAGE OF   FLOSSMOOR,-29609,0,2023,-29609
030400001,VILLAGE OF FLOSSMOOR LIBRARY FUND,-7771,0,2023,-7771
030400020,VILLAGE OF FLOSSMOOR   RB,-509,0,2023,-509
030400080,VILLAGE OF FLOSSMOOR FIRE PENSION ESCROW,-1784,0,2023,-1784
030400085,VILLAGE OF FLOSSMOOR POLICE PENSION ESCROW,-4612,0,2023,-4612
030410000,VILLAGE OF FORD HEIGHTS,-11070,0,2023,-11070
030410020,VILLAGE OF FORD HEIGHTS   RB,-95,0,2023,-95
030410022,VILLAGE OF FORD HEIGHTS JUDGEMENT FUND,-5345,0,2023,-5345
030410024,VILLAGE OF FORD HEIGHTS IMRF ESCROW ACCOUNT,-739,0,2023,-739
030410500,TIF VIL OF FORD HEIGHTS-COTTAGE GROVE/RTE 30,-21775,0,2023,-21775
030420000,VILLAGE OF   FOREST PARK,-34365,-5377,2023,-39742
030420001,VILLAGE OF FOREST PARK LIBRARY FUND,-20215,-3357,2023,-23572
030420080,VILLAGE OF FOREST PARK FIRE PENSION ESCROW,-13046,-2262,2023,-15308
030420085,VILLAGE OF FOREST PARK POLICE PENSION ESCROW,-14740,-2707,2023,-17447
030420501,TIF VIL OF FOREST PARK-BRWN ST STAT/HARLEM,-12014,0,2023,-12014
030420503,TIF VIL OF FOREST PARK-ROOSEVELT/HANNAH,0,-164984,2023,-164984
030420504,TIF VIL OF FOREST PARK-ROOSEVELT RD CORRIDOR,-6302,0,2023,-6302
030430000,VILLAGE OF   FORESTVIEW,-32397,0,2023,-32397
030430020,VILLAGE OF FOREST VIEW   RB,-296,0,2023,-296
030430022,VILLAGE OF FOREST VIEW 2021 BOND ESCROW,-3373,0,2023,-3373
030430080,VILLAGE OF FORESTVIEW FIRE PENSION ESCROW,-4346,0,2023,-4346
030430085,VILLAGE OF FORESTVIEW POLICE PENSION ESCROW,-9599,0,2023,-9599
030450000,VILLAGE OF   FRANKLIN PARK,-301999,-31,2023,-302030
030450020,VILLAGE OF FRANKLIN PARK RB,-14911,-1,2023,-14912
030450021,VILLAGE OF FRANKLIN PARK ESCROW ACCOUNT,-21746,-3,2023,-21749
030450080,VILLAGE OF FRANKLIN PARK FIRE PENSION ESCROW,-76398,-7,2023,-76405
030450085,VILLAGE OF FRANKLIN PARK POLICE PENSION,-83620,-9,2023,-83629
030450104,VILLAGE OF FRANKLIN PK SPEC SERV AREA 2014-1,-10351,0,2023,-10351
030450500,TIF VIL OF FRANKLIN PARK-WEST MANNHEIM RESD,-42492,0,2023,-42492
030450502,TIF VIL OF FRANKLIN PARK-MANNHEIM/GRAND,-29717,0,2023,-29717
030450505,TIF VIL OF FRANKLIN PARK-DTWN FRANKLIN AVE,-82452,0,2023,-82452
030450506,TIF VIL OF FRANKLIN PARK-O'HARE EAST,-88661,0,2023,-88661
030450509,TIF VIL OF FRANKLIN PARK-MILWAUKEE AREA 2-1,-19048,0,2023,-19048
030460000,VILLAGE OF   GLENCOE,-165613,-9222,2023,-174835
030460001,VILLAGE OF GLENCOE LIBRARY FUND,-36949,-2092,2023,-39041
030460080,VILLAGE OF GLENCOE FIRE PENSION ESCROW,-100,-8,2023,-108
030460085,VILLAGE OF GLENCOE POLICE PENSION ESCROW,-18649,-1070,2023,-19719
030470000,VILLAGE OF   GLENVIEW,-57938,-6377,2023,-64315
030470001,VILLAGE OF GLENVIEW LIBRARY FUND,-124716,-14343,2023,-139059
030470020,VILLAGE OF GLENVIEW   RB,-7914,-975,2023,-8889
030470080,VILLAGE OF GLENVIEW FIRE PENSION ESCROW,-78366,-9154,2023,-87520
030470085,VILLAGE OF GLENVIEW POLICE PENSION ESCROW,-52037,-6139,2023,-58176
030470125,VIL OF GLENVIEW SPEC SERV AREA #40,-39,0,2023,-39
030470126,VIL OF GLENVIEW SPEC SERV AREA #41,-11,0,2023,-11
030470128,VIL OF GLENVIEW SPEC SERV AREA #43,-63,0,2023,-63
030470129,VIL OF GLENVIEW SPEC SERV AREA #44,-152,0,2023,-152
030470130,VIL OF GLENVIEW SPEC SERV AREA #45,-222,0,2023,-222
030470132,VIL OF GLENVIEW SPEC SERV AREA #47,-36,0,2023,-36
030470134,VILLAGE OF GLENVIEW SPECIAL SERVICE AREA 49,-211,0,2023,-211
030470135,VIL OF GLENVIEW SPEC SERV AREA #50,-470,0,2023,-470
030470137,VILLAGE OF GLENVIEW SPECIAL SERVICE AREA 52,-152,0,2023,-152
030470140,VILLAGE OF GLENVIEW SPEC SERV AREA 55,-208,0,2023,-208
030470147,VIL OF GLENVIEW SPECIAL SERVICE AREA 62,-1342,0,2023,-1342
030470148,VIL OF GLENVIEW SPECIAL SERVICE AREA 63,-409,0,2023,-409
030470166,VILLAGE OF GLENVIEW SPECIAL SERVICE AREA 81,-185,0,2023,-185
030470175,VILLAGE OF GLENVIEW SPECIAL SERVICE AREA 90,-51,0,2023,-51
030470182,VILLAGE OF GLENVIEW SPECIAL SERVICE AREA 97,-360,0,2023,-360
030470188,VILLAGE OF GLENVIEW SPECIAL SERVICE AREA 103,-29,0,2023,-29
030470500,TIF VIL OF GLENVIEW-NAVAL AIR STATION,-778099,0,2023,-778099
030480000,VILLAGE OF GLENWOOD,-42751,-3278,2023,-46029
030480020,VILLAGE OF GLENWOOD RB,-334,-26,2023,-360
030480080,VILLAGE OF GLENWOOD FIRE PENSION ESCROW,-2408,-192,2023,-2600
030480085,VILLAGE OF GLENWOOD POLICE PENSION ESCROW,-11043,-918,2023,-11961
030480500,TIF VIL OF GLENWOOD-INDUSTRIAL PARK,-151371,0,2023,-151371
030480502,TIF VIL OF GLENWOOD-MAIN ST,-3695,0,2023,-3695
030480505,TIF VIL OF GLENWOOD-INDUSTRIAL NORTH,-72210,-96901,2023,-169111
030490000,VILLAGE OF GOLF,-3654,0,2023,-3654
030500000,VILLAGE OF   HANOVER PARK,-38622,-3300,2023,-41922
030500020,VILLAGE OF HANOVER PARK   RB,-728,-107,2023,-835
030500080,VILLAGE OF HANOVER PARK FIRE ESCROW,-8541,-916,2023,-9457
030500085,VILLAGE OF HANOVER PARK POLICE PENSION,-14493,-1630,2023,-16123
030500502,TIF VIL OF HANOVER PARK-VILLAGE CENTER 3,-19550,0,2023,-19550
030500503,TIF VIL OF HANOVER PARK-4,-6238,0,2023,-6238
030500504,TIF VIL OF HANOVER PARK-5,-36986,0,2023,-36986
030510000,CITY OF   HARVEY,-583717,-9866,2023,-593583
030510020,CITY OF HARVEY   RB,-47,-2,2023,-49
030510021,CITY OF HARVEY ESCROW ACCOUNT,-7315,-1026,2023,-8341
030510023,CITY OF HARVEY - JAWA BOND ESCROW ACCOUNT,-9801,-499,2023,-10300
030510024,CITY OF HARVEY 2007A + 2007B ESCROW,-61250,-2649,2023,-63899
030510025,CITY OF HARVEY 2002C SUPP ESCROW,-7320,-83,2023,-7403
030510080,CITY OF HARVEY FIRE PENSION ESCROW,-69870,-3134,2023,-73004
030510085,CITY OF HARVEY POLICE PENSION ESCROW,-39477,-1988,2023,-41465
030510090,CITY OF HARVEY 2021 CCPTB FUND ESCROW,0,-257,2023,-257
030510504,TIF CITY OF HARVEY-SIBLEY BLVD/DIXIE HWY,-9982,0,2023,-9982
030510505,TIF CITY OF HARVEY-DIXIE HWY CORRIDOR,-6708,0,2023,-6708
030510506,TIF CITY OF HARVEY-ARCO/147TH ST,-1973,0,2023,-1973
030520000,VILLAGE OF   HARWOOD HEIGHTS,-12397,0,2023,-12397
030520020,VILLAGE HARWOOD HEIGHTS   RB,-390,0,2023,-390
030520085,VILLAGE OF HARWOOD HEIGHTS POLICE PENSION,-17400,0,2023,-17400
030530000,VILLAGE OF   HAZELCREST,-158019,-2018,2023,-160037
030530020,VILLAGE OF HAZELCREST   RB,-748,-9,2023,-757
030530080,VILLAGE OF HAZELCREST FIRE PENSION ESCROW,-11372,-149,2023,-11521
030530085,VILLAGE OF HAZELCREST POLICE PENSION ESCROW,-32391,-413,2023,-32804
030530502,TIF VIL OF HAZELCREST-183RD ST/KEDZIE AVE,-13091,0,2023,-13091
030530503,TIF VIL OF HAZELCREST-HAZELCREST PROPER,-1258,0,2023,-1258
030540000,CITY OF HICKORY HILLS,-10521,-211,2023,-10732
030540020,CITY OF HICKORY HILLS   RB,-218,-4,2023,-222
030540021,CITY OF HICKORY HILLS - 2022 BOND ESCROW,-1019,0,2023,-1019
030540085,CITY OF HICKORY HILLS POLICE PENSION ESCROW,-6813,-148,2023,-6961
030540500,TIF CITY OF HICKORY HILLS-95TH ST,-8054,0,2023,-8054
030550000,VILLAGE OF   HILLSIDE,-226765,-1145,2023,-227910
030550001,VILLAGE OF HILLSIDE LIBRARY FUND,-37236,-195,2023,-37431
030550080,VILLAGE OF HILLSIDE FIRE PENSION ESCROW,-38968,-210,2023,-39178
030550085,VILLAGE OF HILLSIDE POLICE PENSION ESCROW,-51708,-285,2023,-51993
030550502,TIF VIL OF HILLSIDE-MANNHEIM RD,-8100,0,2023,-8100
030550503,TIF VIL OF HILLSIDE-ROOSEVELT ROAD,-7279,0,2023,-7279
030560000,VILLAGE OF   HINSDALE,-6295,-1285,2023,-7580
030560001,VILLAGE OF HINSDALE LIBRARY FUND,-3541,-722,2023,-4263
030560020,VILLAGE OF HINSDALE   RB,-354,-68,2023,-422
030560080,VILLAGE OF HINSDALE FIRE PENSION ESCROW,-1212,-259,2023,-1471
030560085,VILLAGE OF HINSDALE POLICE PENSION ESCROW,-712,-141,2023,-853
030560112,VILLAGE OF HINSDALE SPEC SERV AREA #13,-2279,0,2023,-2279
030570000,VILLAGE OF HODGKINS,-30211,0,2023,-30211
030570020,VILLAGE OF HODGKINS   RB,-458,0,2023,-458
030570085,VILLAGE OF HODGKINS POLICE PENSION ESCROW,-11479,0,2023,-11479
030570503,TIF VIL OF HODGKINS-EAST AVE #4,-10171,0,2023,-10171
030580000,VILLAGE OF   HOFFMAN ESTATES,-292678,-127161,2023,-419839
030580020,VILLAGE OF HOFFMAN ESTATES   RB,-3039,-47,2023,-3086
030580080,VILLAGE OF HOFFMAN ESTATES FIRE PENSION,-80232,-38845,2023,-119077
030580085,VILLAGE OF HOFFMAN ESTATES POLICE PENSION,-96113,-50731,2023,-146844
030580500,TIF VIL OF HOFFMAN ESTATES-SEARS,-376501,-83058,2023,-459559
030580502,TIF VIL OF HOFFMAN EST-GOLF/HIGGINS/ROSELLE,-4015,0,2023,-4015
030580503,TIF VIL OF HOFFMAN ESTATES-HIGGINS/HASSELL,-9152,0,2023,-9152
030590000,CITY OF   HOMETOWN,-949,0,2023,-949
030590001,CITY OF HOMETOWN LIBRARY FUND,-168,0,2023,-168
030590020,CITY OF HOMETOWN   RB,-16,0,2023,-16
030600000,VILLAGE OF   HOMEWOOD,-97432,-34,2023,-97466
030600020,VILLAGE OF HOMEWOOD   RB,-430,-1,2023,-431
030600080,VILLAGE OF HOMEWOOD FIRE PENSION ESCROW,-18267,-8,2023,-18275
030600085,VILLAGE OF HOMEWOOD POLICE PENSION ESCROW,-50444,-24,2023,-50468
030600502,TIF VIL OF HOMEWOOD-187TH ST/DIXIE HWY,-4507,0,2023,-4507
030600503,TIF VIL OF HOMEWOOD-SOUTHWEST,-8810,0,2023,-8810
030600506,TIF VIL OF HOMEWOOD-NORTHEAST,-15219,0,2023,-15219
030600507,TIF VIL OF HOMEWOOD-DOWNTOWN TOD,-1315,0,2023,-1315
030610000,VILLAGE OF   INDIAN HEAD PARK,-3220,0,2023,-3220
030610020,VILLAGE OF INDIAN HEAD PARK   RB,-77,0,2023,-77
030630000,VILLAGE OF INVERNESS,-27451,0,2023,-27451
030630020,VILLAGE OF INVERNESS RB,-877,0,2023,-877
030640000,VILLAGE OF   JUSTICE,-9167,-44,2023,-9211
030640020,VILLAGE OF JUSTICE   RB,-292,-1,2023,-293
030640085,VILLAGE OF JUSTICE POLICE PENSION ESCROW,-5569,-38,2023,-5607
030640504,TIF VIL OF JUSTICE-5,-6443,0,2023,-6443
030650000,VILLAGE OF   KENILWORTH,-48096,0,2023,-48096
030650085,VILLAGE OF KENILWORTH POLICE PENSION ESCROW,-9329,0,2023,-9329
030650500,TIF VIL OF KENILWORTH-GREEN BAY ROAD,-3177,0,2023,-3177
030660000,VILLAGE OF   LA GRANGE,-52782,-808,2023,-53590
030660001,VILLAGE OF LA GRANGE LIBRARY FUND,-37876,-578,2023,-38454
030660020,VILLAGE OF LA GRANGE   RB,-1756,-26,2023,-1782
030660080,VILLAGE OF LAGRANGE FIRE PENSION ESCROW,-16316,-247,2023,-16563
030660085,VILLAGE OF LAGRANGE POLICE PENSION ESCROW,-20858,-320,2023,-21178
030660101,VIL OF LAGRANGE SPECIAL SERVICE AREA 7,-5832,0,2023,-5832
030670000,VILLAGE OF   LA GRANGE PARK,-13641,-1719,2023,-15360
030670085,VILLAGE OF LAGRANGE PARK POLICE PENSION,-4527,-584,2023,-5111
030670500,TIF VIL OF LA GRANGE PARK-VILLAGE MARKET,-5912,0,2023,-5912
030670501,TIF VIL OF LA GRANGE PARK-31ST ST/BARNSDALE,-4503,0,2023,-4503
030680000,VILLAGE OF LANSING,-140217,-2965,2023,-143182
030680001,VILLAGE OF LANSING LIBRARY FUND,-55086,-1415,2023,-56501
030680020,VILLAGE OF LANSING   RB,-80,-2,2023,-82
030680080,VILLAGE OF LANSING FIRE PENSION ESCROW,-29042,-754,2023,-29796
030680085,VILLAGE OF LANSING POLICE PENSION ESCROW,-79790,-2128,2023,-81918
030680090,VILLAGE OF LANSING 2021 CCPTB FUND ESCROW,0,-560,2023,-560
030680500,TIF VIL OF LANSING,-35359,-2277,2023,-37636
030680502,TIF VIL OF LANSING-WEST LANSING,-73773,0,2023,-73773
030680503,TIF VIL OF LANSING-BERNICE RD,-105269,0,2023,-105269
030680504,TIF VIL OF LANSING-TORRANCE AVE CORRIDOR,-26613,-1296,2023,-27909
030680505,TIF VIL OF LANSING-TORRENCE/172ND ST,-14124,0,2023,-14124
030690000,VILLAGE OF LEMONT,-15682,-307,2023,-15989
030690020,VILLAGE OF LEMONT RB,-618,-12,2023,-630
030690085,VILLAGE OF LEMONT POLICE PENSION ESCROW,-5624,-121,2023,-5745
030690501,TIF VIL OF LEMONT-DOWNTOWN CANAL 1,-4707,0,2023,-4707
030690502,TIF VIL OF LEMONT-GATEWAY,-28843,-1153,2023,-29996
030690504,TIF VIL OF LEMONT-TRANSIT TOD,-117,0,2023,-117
030690505,TIF VIL OF LEMONT-I&M,-373,0,2023,-373
030700000,VILLAGE OF   LINCOLNWOOD,-54348,-2848,2023,-57196
030700085,VILLAGE OF LINCOLNWOOD POLICE PENSION ESCROW,-34927,-1673,2023,-36600
030700503,TIF VIL OF LINCOLNWOOD-DEVON/LINCOLN,-52869,-794,2023,-53663
030710000,VILLAGE OF   LYNWOOD,-29697,-193,2023,-29890
030710020,VILLAGE OF LYNWOOD   RB,-932,-5,2023,-937
030710085,VILLAGE OF LYNWOOD POLICE PENSION ESCROW,-6526,-37,2023,-6563
030710501,TIF VIL OF LYNWOOD-GLENWOOD LANSING/TORRENCE,-1754,0,2023,-1754
030720000,VILLAGE OF   LYONS,-19583,0,2023,-19583
030720001,VILLAGE OF LYONS LIBRARY FUND,-5360,0,2023,-5360
030720020,VILLAGE OF LYONS   RB,-246,0,2023,-246
030720080,VILLAGE OF LYONS FIRE PENSION ESCROW,-265,0,2023,-265
030720085,VILLAGE OF LYONS POLICE PENSION ESCROW,-9216,0,2023,-9216
030720500,TIF VIL OF LYONS-1,-9344,0,2023,-9344
030720502,TIF VIL OF LYONS-3,-14086,0,2023,-14086
030730000,CITY OF   MARKHAM,-150040,0,2023,-150040
030730001,CITY OF MARKHAM LIBRARY FUND,-14845,0,2023,-14845
030730020,CITY OF MARKHAM   RB,-416,0,2023,-416
030730022,CITY OF MARKHAM LIBRARY BOND ESCROW ACCOUNT,-5247,0,2023,-5247
030730023,CITY OF MARKHAM 2008A BOND ESCROW ACCOUNT,-15119,0,2023,-15119
030730024,CITY OF MARKHAM 2008B BOND ESCROW ACCOUNT,-11291,0,2023,-11291
030730026,CITY OF MARKHAM - JAWA BOND ESCROW ACCOUNT,-341,0,2023,-341
030730080,CITY OF MARKHAM FIRE PENSION ESCROW,-10560,0,2023,-10560
030730085,CITY OF MARKHAM - POLICE PENSION ESCROW,-16958,0,2023,-16958
030730500,TIF CITY OF MARKHAM,-41883,0,2023,-41883
030730503,TIF CITY OF MARKHAM-DIXIE HIGHWAY,-86112,0,2023,-86112
030730504,TIF CITY OF MARKHAM-INTERSTATE CROSSINGS,-9875,0,2023,-9875
030740000,VILLAGE OF   MATTESON,-63517,0,2023,-63517
030740020,VILLAGE OF MATTESON   RB,-2901,0,2023,-2901
030740022,VILLAGE OF MATTESON ESCROW 2018,-1721,0,2023,-1721
030740080,VILLAGE OF MATTESON FIRE PENSION ESCROW,-23948,0,2023,-23948
030740085,VILLAGE OF MATTESON POLICE PENSION ESCROW,-25046,0,2023,-25046
030740503,TIF VIL OF MATTESON-LINCOLN HWY/CICERO,-314,0,2023,-314
030750000,VILLAGE OF MAYWOOD,-180443,-23617,2023,-204060
030750021,VILLAGE OF MAYWOOD ESCROW ACCOUNT,0,-3213,2023,-3213
030750080,VILLAGE OF MAYWOOD FIRE PENSION ESCROW,-36018,-5539,2023,-41557
030750085,VILLAGE OF MAYWOOD POLICE PENSION ESCROW,-48702,-7526,2023,-56228
030750501,TIF VIL OF MAYWOOD-MADISON ST/FIFTH AVE,-37446,-6941,2023,-44387
030750502,TIF VIL OF MAYWOOD-ROOSEVELT RD,-17159,0,2023,-17159
030760000,VILLAGE OF   MC COOK,-73303,-14076,2023,-87379
030760020,VILLAGE OF MC COOK   RB,-348,-68,2023,-416
030760500,TIF VIL OF MC COOK-FIRST AVE,-46306,0,2023,-46306
030760502,TIF VIL OF MC COOK-RIVERSIDE AVE,-95999,0,2023,-95999
030770000,VILLAGE OF   MELROSE PARK,-212668,-21018,2023,-233686
030770001,VILLAGE OF MELROSE PARK LIBRARY FUND,-20490,-1972,2023,-22462
030770020,VILLAGE OF MELROSE PARK   RB,-5559,0,2023,-5559
030770028,VILLAGE OF MELROSE PARK 2016 ESCROW ACCT,-9568,-992,2023,-10560
030770080,VILLAGE OF MELROSE PARK FIRE PENSION ESCROW,-62801,-5933,2023,-68734
030770085,VILLAGE OF MELROSE PARK - POLICE PENSION,-49236,-4663,2023,-53899
030770500,TIF VIL OF MELROSE PARK-MID METRO IND AREA,-88476,-24845,2023,-113321
030770502,TIF VIL OF MELROSE PARK-NORTH AVE/25TH AVE,-28766,0,2023,-28766
030770509,TIF VIL OF MELROSE PARK-LAKE ST CORRIDOR,-6333,-30526,2023,-36859
030770510,TIF VIL OF MELROSE PARK-CHICAGO/SUPERIOR,-1286,0,2023,-1286
030770511,TIF VIL OF MELROSE PARK-RUBY STREET,-3,0,2023,-3
030780000,VILLAGE OF   MERRIONETTE PARK,-11080,0,2023,-11080
030780020,VILLAGE OF MERRIONETTE PARK   RB,-172,0,2023,-172
030800000,VILLAGE OF   MIDLOTHIAN,-28165,0,2023,-28165
030800001,VILLAGE OF MIDLOTHIAN LIBRARY FUND,-12163,0,2023,-12163
030800020,VILLAGE OF MIDLOTHIAN   RB,-451,0,2023,-451
030800021,VILLAGE OF MIDLOTHIAN ESCROW ACCOUNT,-2167,0,2023,-2167
030800022,VILLAGE OF MIDLOTHIAN - JAWA BOND ESCR ACCT,-48,0,2023,-48
030800080,VILLAGE OF MIDLOTHIAN FIRE PENSION ESCROW,-6963,0,2023,-6963
030800085,VILLAGE OF MIDLOTHIAN POLICE PENSION ESCROW,-4760,0,2023,-4760
030800501,TIF VIL OF MIDLOTHIAN-147TH/CICER0-2013,-1260,0,2023,-1260
030800502,TIF VIL OF MIDLOTHIAN-DOWNTOWN,-3205,0,2023,-3205
030810000,VILLAGE OF   MORTON GROVE,-51035,-1212,2023,-52247
030810001,VILLAGE OF MORTON GROVE LIBRARY FUND,-33394,-881,2023,-34275
030810020,VILLAGE OF MORTON GROVE   RB,-94,-28,2023,-122
030810080,VILLAGE OF MORTON GROVE FIRE PENSION ESCROW,-28619,-782,2023,-29401
030810085,VILLAGE OF MORTON GROVE POLICE PENSION,-28698,-779,2023,-29477
030810501,TIF VIL OF MORTON GROVE-FERRIS/LEIGH,-49559,0,2023,-49559
030810503,TIF VIL OF MORTON GROVE-SAWMILL STATION,-361,0,2023,-361
030820000,VILLAGE OF   MT PROSPECT,-186918,-115,2023,-187033
030820001,VILLAGE OF MOUNT PROSPECT LIBRARY FUND,-179413,-111,2023,-179524
030820020,VILLAGE OF MT PROSPECT   RB,-1958,-1,2023,-1959
030820080,VILLAGE OF MOUNT PROSPECT FIRE PENSION,-51792,-32,2023,-51824
030820085,VILLAGE OF MT. PROSPECT POLICE PENSION,-56934,-36,2023,-56970
030820104,VIL MT PROSPECT SPEC SERV AREA5,-1139,0,2023,-1139
030820501,TIF VIL OF MOUNT PROSPECT-PROSPECT & MAIN,-43743,0,2023,-43743
