keypin_concat,pins,has_range,pins2,pins3,check_me,Alea_added
2.9084E+13,"29-08-403-014-0000, 29-08-403-015-0000, 29-08-403-016-0000, 29-08-403-017-0000, 29-08-403-026-0000, 29-08-403-027-0000",0,29-08-403-027-0000,29-08-403-027-0000,0,
2.90923E+13,"29-09-228-043-0000, 29-09-228-044-0000, 29-09-228-045-0000",0,29-09-228-043-0000,29-09-228-043-0000,0,
2.90923E+13,"29-09-228-043-0000, 29-09-228-044-0000, 29-09-228-045-0000",0,29-09-228-044-0000,29-09-228-044-0000,0,
2.90923E+13,"29-09-228-043-0000, 29-09-228-044-0000, 29-09-228-045-0000",0,29-09-228-045-0000,29-09-228-045-0000,0,
2.9124E+13,"29-12-400-001-0000, 29-12-400-002-0000, 29-12-400-003-0000, 29-12-400-004-0000, 29-12-400-005-0000, 29-12-400-006-0000, 29-12-400-007-0000, 29-12-400-008-0000, 29-12-400-009-0000, 29-12-400-010-0000",0,29-12-400-001-0000,29-12-400-001-0000,0,
2.9124E+13,"29-12-400-001-0000, 29-12-400-002-0000, 29-12-400-003-0000, 29-12-400-004-0000, 29-12-400-005-0000, 29-12-400-006-0000, 29-12-400-007-0000, 29-12-400-008-0000, 29-12-400-009-0000, 29-12-400-010-0000",0,29-12-400-002-0000,29-12-400-002-0000,0,
2.9124E+13,"29-12-400-001-0000, 29-12-400-002-0000, 29-12-400-003-0000, 29-12-400-004-0000, 29-12-400-005-0000, 29-12-400-006-0000, 29-12-400-007-0000, 29-12-400-008-0000, 29-12-400-009-0000, 29-12-400-010-0000",0,29-12-400-003-0000,29-12-400-003-0000,0,
2.9124E+13,"29-12-400-001-0000, 29-12-400-002-0000, 29-12-400-003-0000, 29-12-400-004-0000, 29-12-400-005-0000, 29-12-400-006-0000, 29-12-400-007-0000, 29-12-400-008-0000, 29-12-400-009-0000, 29-12-400-010-0000",0,29-12-400-004-0000,29-12-400-004-0000,0,
2.9124E+13,"29-12-400-001-0000, 29-12-400-002-0000, 29-12-400-003-0000, 29-12-400-004-0000, 29-12-400-005-0000, 29-12-400-006-0000, 29-12-400-007-0000, 29-12-400-008-0000, 29-12-400-009-0000, 29-12-400-010-0000",0,29-12-400-005-0000,29-12-400-005-0000,0,
2.9124E+13,"29-12-400-001-0000, 29-12-400-002-0000, 29-12-400-003-0000, 29-12-400-004-0000, 29-12-400-005-0000, 29-12-400-006-0000, 29-12-400-007-0000, 29-12-400-008-0000, 29-12-400-009-0000, 29-12-400-010-0000",0,29-12-400-006-0000,29-12-400-006-0000,0,
2.9124E+13,"29-12-400-001-0000, 29-12-400-002-0000, 29-12-400-003-0000, 29-12-400-004-0000, 29-12-400-005-0000, 29-12-400-006-0000, 29-12-400-007-0000, 29-12-400-008-0000, 29-12-400-009-0000, 29-12-400-010-0000",0,29-12-400-007-0000,29-12-400-007-0000,0,
2.9124E+13,"29-12-400-001-0000, 29-12-400-002-0000, 29-12-400-003-0000, 29-12-400-004-0000, 29-12-400-005-0000, 29-12-400-006-0000, 29-12-400-007-0000, 29-12-400-008-0000, 29-12-400-009-0000, 29-12-400-010-0000",0,29-12-400-008-0000,29-12-400-008-0000,0,
2.9124E+13,"29-12-400-001-0000, 29-12-400-002-0000, 29-12-400-003-0000, 29-12-400-004-0000, 29-12-400-005-0000, 29-12-400-006-0000, 29-12-400-007-0000, 29-12-400-008-0000, 29-12-400-009-0000, 29-12-400-010-0000",0,29-12-400-009-0000,29-12-400-009-0000,0,
2.9124E+13,"29-12-400-001-0000, 29-12-400-002-0000, 29-12-400-003-0000, 29-12-400-004-0000, 29-12-400-005-0000, 29-12-400-006-0000, 29-12-400-007-0000, 29-12-400-008-0000, 29-12-400-009-0000, 29-12-400-010-0000",0,29-12-400-010-0000,29-12-400-010-0000,0,
2.91242E+13,"29-12-415-031-0000, 29-12-415-032-0000, 29-12-415-033-0000, 29-12-415-034-0000, 29-12-415-035-0000, 29-12-415-036-0000, 29-12-415-037-0000, 29-12-415-038-0000, 29-12-415-039-0000",0,29-12-415-031-0000,29-12-415-031-0000,0,
2.91242E+13,"29-12-415-031-0000, 29-12-415-032-0000, 29-12-415-033-0000, 29-12-415-034-0000, 29-12-415-035-0000, 29-12-415-036-0000, 29-12-415-037-0000, 29-12-415-038-0000, 29-12-415-039-0000",0,29-12-415-032-0000,29-12-415-032-0000,0,
2.91242E+13,"29-12-415-031-0000, 29-12-415-032-0000, 29-12-415-033-0000, 29-12-415-034-0000, 29-12-415-035-0000, 29-12-415-036-0000, 29-12-415-037-0000, 29-12-415-038-0000, 29-12-415-039-0000",0,29-12-415-033-0000,29-12-415-033-0000,0,
2.91242E+13,"29-12-415-031-0000, 29-12-415-032-0000, 29-12-415-033-0000, 29-12-415-034-0000, 29-12-415-035-0000, 29-12-415-036-0000, 29-12-415-037-0000, 29-12-415-038-0000, 29-12-415-039-0000",0,29-12-415-034-0000,29-12-415-034-0000,0,
2.91242E+13,"29-12-415-031-0000, 29-12-415-032-0000, 29-12-415-033-0000, 29-12-415-034-0000, 29-12-415-035-0000, 29-12-415-036-0000, 29-12-415-037-0000, 29-12-415-038-0000, 29-12-415-039-0000",0,29-12-415-035-0000,29-12-415-035-0000,0,
2.91242E+13,"29-12-415-031-0000, 29-12-415-032-0000, 29-12-415-033-0000, 29-12-415-034-0000, 29-12-415-035-0000, 29-12-415-036-0000, 29-12-415-037-0000, 29-12-415-038-0000, 29-12-415-039-0000",0,29-12-415-036-0000,29-12-415-036-0000,0,
2.91242E+13,"29-12-415-031-0000, 29-12-415-032-0000, 29-12-415-033-0000, 29-12-415-034-0000, 29-12-415-035-0000, 29-12-415-036-0000, 29-12-415-037-0000, 29-12-415-038-0000, 29-12-415-039-0000",0,29-12-415-037-0000,29-12-415-037-0000,0,
2.91242E+13,"29-12-415-031-0000, 29-12-415-032-0000, 29-12-415-033-0000, 29-12-415-034-0000, 29-12-415-035-0000, 29-12-415-036-0000, 29-12-415-037-0000, 29-12-415-038-0000, 29-12-415-039-0000",0,29-12-415-038-0000,29-12-415-038-0000,0,
2.91242E+13,"29-12-415-031-0000, 29-12-415-032-0000, 29-12-415-033-0000, 29-12-415-034-0000, 29-12-415-035-0000, 29-12-415-036-0000, 29-12-415-037-0000, 29-12-415-038-0000, 29-12-415-039-0000",0,29-12-415-039-0000,29-12-415-039-0000,0,
2.91531E+13,"29-15-308-067-0000, 29-15-308-068-0000, 29-15-308-069-0000",0,29-15-308-067-0000,29-15-308-067-0000,0,
2.91531E+13,"29-15-308-067-0000, 29-15-308-068-0000, 29-15-308-069-0000",0,29-15-308-068-0000,29-15-308-068-0000,0,
2.91531E+13,"29-15-308-067-0000, 29-15-308-068-0000, 29-15-308-069-0000",0,29-15-308-069-0000,29-15-308-069-0000,0,
2.91612E+13,"29-16-121-001-0000, 29-16-121-002-0000, 29-16-121-003-0000, 29-16-121-004-0000, 29-16-121-005-0000, 29-16-121-006-0000, 29-16-121-007-0000",0,29-16-121-001-0000,29-16-121-001-0000,0,
2.91612E+13,"29-16-121-001-0000, 29-16-121-002-0000, 29-16-121-003-0000, 29-16-121-004-0000, 29-16-121-005-0000, 29-16-121-006-0000, 29-16-121-007-0000",0,29-16-121-002-0000,29-16-121-002-0000,0,
2.91612E+13,"29-16-121-001-0000, 29-16-121-002-0000, 29-16-121-003-0000, 29-16-121-004-0000, 29-16-121-005-0000, 29-16-121-006-0000, 29-16-121-007-0000",0,29-16-121-003-0000,29-16-121-003-0000,0,
2.91612E+13,"29-16-121-001-0000, 29-16-121-002-0000, 29-16-121-003-0000, 29-16-121-004-0000, 29-16-121-005-0000, 29-16-121-006-0000, 29-16-121-007-0000",0,29-16-121-004-0000,29-16-121-004-0000,0,
2.91612E+13,"29-16-121-001-0000, 29-16-121-002-0000, 29-16-121-003-0000, 29-16-121-004-0000, 29-16-121-005-0000, 29-16-121-006-0000, 29-16-121-007-0000",0,29-16-121-005-0000,29-16-121-005-0000,0,
2.91612E+13,"29-16-121-001-0000, 29-16-121-002-0000, 29-16-121-003-0000, 29-16-121-004-0000, 29-16-121-005-0000, 29-16-121-006-0000, 29-16-121-007-0000",0,29-16-121-006-0000,29-16-121-006-0000,0,
2.91612E+13,"29-16-121-001-0000, 29-16-121-002-0000, 29-16-121-003-0000, 29-16-121-004-0000, 29-16-121-005-0000, 29-16-121-006-0000, 29-16-121-007-0000",0,29-16-121-007-0000,29-16-121-007-0000,0,
2.9164E+13,"29-16-400-171-0000, 29-16-400-172-0000, 29-16-400-173-0000, 29-16-400-174-0000",0,29-16-400-171-0000,29-16-400-171-0000,0,
2.9164E+13,"29-16-400-171-0000, 29-16-400-172-0000, 29-16-400-173-0000, 29-16-400-174-0000",0,29-16-400-172-0000,29-16-400-172-0000,0,
2.9164E+13,"29-16-400-171-0000, 29-16-400-172-0000, 29-16-400-173-0000, 29-16-400-174-0000",0,29-16-400-173-0000,29-16-400-173-0000,0,
2.9164E+13,"29-16-400-171-0000, 29-16-400-172-0000, 29-16-400-173-0000, 29-16-400-174-0000",0,29-16-400-174-0000,29-16-400-174-0000,0,
2.91843E+13,"29-18-426-007-0000, 29-18-426-015-0000, 29-18-426-016-0000",0,29-18-426-007-0000,29-18-426-007-0000,0,
2.91843E+13,"29-18-426-007-0000, 29-18-426-015-0000, 29-18-426-016-0000",0,29-18-426-015-0000,29-18-426-015-0000,0,
2.91843E+13,"29-18-426-007-0000, 29-18-426-015-0000, 29-18-426-016-0000",0,29-18-426-016-0000,29-18-426-016-0000,0,
2.91911E+13,29-19-110-001-0000,0,29-19-110-001-0000,29-19-110-001-0000,0,
2.91931E+13,"29-19-308-002-0000, 29-19-308-009-0000, 29-19-308-015-0000",0,29-19-308-002-0000,29-19-308-002-0000,0,
2.91931E+13,"29-19-308-002-0000, 29-19-308-009-0000, 29-19-308-015-0000",0,29-19-308-009-0000,29-19-308-009-0000,0,
2.91931E+13,"29-19-308-002-0000, 29-19-308-009-0000, 29-19-308-015-0000",0,29-19-308-015-0000,29-19-308-015-0000,0,
2.91931E+13,"29-19-310-007-0000, 29-19-310-012-0000",0,29-19-310-007-0000,29-19-310-007-0000,0,
2.91931E+13,"29-19-310-007-0000, 29-19-310-012-0000",0,29-19-310-012-0000,29-19-310-012-0000,0,
2.91931E+13,"29-19-310-011-0000, 29-19-310-013-0000, 29-19-310-015-0000, 29-19-311-001-0000, 29-19-311-002-0000, 29-19-311-011-0000, 29-19-311-015-0000",0,29-19-310-011-0000,29-19-310-011-0000,0,
2.91931E+13,"29-19-310-011-0000, 29-19-310-013-0000, 29-19-310-015-0000, 29-19-311-001-0000, 29-19-311-002-0000, 29-19-311-011-0000, 29-19-311-015-0000",0,29-19-310-013-0000,29-19-310-013-0000,0,
2.91931E+13,"29-19-310-011-0000, 29-19-310-013-0000, 29-19-310-015-0000, 29-19-311-001-0000, 29-19-311-002-0000, 29-19-311-011-0000, 29-19-311-015-0000",0,29-19-310-015-0000,29-19-310-015-0000,0,
2.91931E+13,"29-19-310-011-0000, 29-19-310-013-0000, 29-19-310-015-0000, 29-19-311-001-0000, 29-19-311-002-0000, 29-19-311-011-0000, 29-19-311-015-0000",0,29-19-311-001-0000,29-19-311-001-0000,0,
2.91931E+13,"29-19-310-011-0000, 29-19-310-013-0000, 29-19-310-015-0000, 29-19-311-001-0000, 29-19-311-002-0000, 29-19-311-011-0000, 29-19-311-015-0000",0,29-19-311-002-0000,29-19-311-002-0000,0,
2.91931E+13,"29-19-310-011-0000, 29-19-310-013-0000, 29-19-310-015-0000, 29-19-311-001-0000, 29-19-311-002-0000, 29-19-311-011-0000, 29-19-311-015-0000",0,29-19-311-011-0000,29-19-311-011-0000,0,
2.91931E+13,"29-19-310-011-0000, 29-19-310-013-0000, 29-19-310-015-0000, 29-19-311-001-0000, 29-19-311-002-0000, 29-19-311-011-0000, 29-19-311-015-0000",0,29-19-311-015-0000,29-19-311-015-0000,0,
2.92131E+13,"29-21-312-011-0000, 29-21-312-012-0000, 29-21-312-013-0000, 29-21-312-014-0000, 29-21-312-015-0000, 29-21-312-016-0000, 29-21-312-017-0000, 29-21-312-018-0000",0,29-21-312-011-0000,29-21-312-011-0000,0,
2.92131E+13,"29-21-312-011-0000, 29-21-312-012-0000, 29-21-312-013-0000, 29-21-312-014-0000, 29-21-312-015-0000, 29-21-312-016-0000, 29-21-312-017-0000, 29-21-312-018-0000",0,29-21-312-012-0000,29-21-312-012-0000,0,
2.92131E+13,"29-21-312-011-0000, 29-21-312-012-0000, 29-21-312-013-0000, 29-21-312-014-0000, 29-21-312-015-0000, 29-21-312-016-0000, 29-21-312-017-0000, 29-21-312-018-0000",0,29-21-312-013-0000,29-21-312-013-0000,0,
2.92131E+13,"29-21-312-011-0000, 29-21-312-012-0000, 29-21-312-013-0000, 29-21-312-014-0000, 29-21-312-015-0000, 29-21-312-016-0000, 29-21-312-017-0000, 29-21-312-018-0000",0,29-21-312-014-0000,29-21-312-014-0000,0,
2.92131E+13,"29-21-312-011-0000, 29-21-312-012-0000, 29-21-312-013-0000, 29-21-312-014-0000, 29-21-312-015-0000, 29-21-312-016-0000, 29-21-312-017-0000, 29-21-312-018-0000",0,29-21-312-015-0000,29-21-312-015-0000,0,
2.92131E+13,"29-21-312-011-0000, 29-21-312-012-0000, 29-21-312-013-0000, 29-21-312-014-0000, 29-21-312-015-0000, 29-21-312-016-0000, 29-21-312-017-0000, 29-21-312-018-0000",0,29-21-312-016-0000,29-21-312-016-0000,0,
2.92131E+13,"29-21-312-011-0000, 29-21-312-012-0000, 29-21-312-013-0000, 29-21-312-014-0000, 29-21-312-015-0000, 29-21-312-016-0000, 29-21-312-017-0000, 29-21-312-018-0000",0,29-21-312-017-0000,29-21-312-017-0000,0,
2.92131E+13,"29-21-312-011-0000, 29-21-312-012-0000, 29-21-312-013-0000, 29-21-312-014-0000, 29-21-312-015-0000, 29-21-312-016-0000, 29-21-312-017-0000, 29-21-312-018-0000",0,29-21-312-018-0000,29-21-312-018-0000,0,
2.9214E+13,"29-21-401-038-0000, 29-21-401-046-0000",0,29-21-401-038-0000,29-21-401-038-0000,0,
2.9214E+13,"29-21-401-038-0000, 29-21-401-046-0000",0,29-21-401-046-0000,29-21-401-046-0000,0,
2.92311E+13,"29-23-109-026-0000, 29-23-109-027-0000",0,29-23-109-026-0000,29-23-109-026-0000,0,
2.92311E+13,"29-23-109-026-0000, 29-23-109-027-0000",0,29-23-109-027-0000,29-23-109-027-0000,0,
2.9253E+13,"29-25-301-051-0000, 29-25-301-052-0000",0,29-25-301-051-0000,29-25-301-051-0000,0,
2.9253E+13,"29-25-301-051-0000, 29-25-301-052-0000",0,29-25-301-052-0000,29-25-301-052-0000,0,
2.92711E+13,"29-27-101-023-0000, 29-27-107-032-0000",0,29-27-101-023-0000,29-27-101-023-0000,0,
2.92711E+13,"29-27-101-023-0000, 29-27-107-032-0000",0,29-27-107-032-0000,29-27-107-032-0000,0,
2.93141E+13,"29-31-408-011-0000, 29-31-408-012-0000",0,29-31-408-011-0000,29-31-408-011-0000,0,
2.93141E+13,"29-31-408-011-0000, 29-31-408-012-0000",0,29-31-408-012-0000,29-31-408-012-0000,0,
2.9321E+13,"29-32-101-064-0000, 29-32-101-065-0000",0,29-32-101-064-0000,29-32-101-064-0000,0,
2.9321E+13,"29-32-101-064-0000, 29-32-101-065-0000",0,29-32-101-065-0000,29-32-101-065-0000,0,
3.01921E+13,"30-19-208-019-0000, 30-19-208-020-0000, 30-19-208-057-0000",0,30-19-208-019-0000,30-19-208-019-0000,0,
3.01921E+13,"30-19-208-019-0000, 30-19-208-020-0000, 30-19-208-057-0000",0,30-19-208-020-0000,30-19-208-020-0000,0,
3.01921E+13,"30-19-208-019-0000, 30-19-208-020-0000, 30-19-208-057-0000",0,30-19-208-057-0000,30-19-208-057-0000,0,
3.03041E+13,"30-30-405-024-0000, 30-30-405-025-0000",0,30-30-405-024-0000,30-30-405-024-0000,0,
3.03041E+13,"30-30-405-024-0000, 30-30-405-025-0000",0,30-30-405-025-0000,30-30-405-025-0000,0,
3.0324E+13,"30-32-402-019-0000, 30-32-402-020-0000, 30-32-402-021-0000, 30-32-402-022-0000, 30-32-402-029-0000, 30-32-402-030-0000",0,30-32-402-019-0000,30-32-402-019-0000,0,
3.0324E+13,"30-32-402-019-0000, 30-32-402-020-0000, 30-32-402-021-0000, 30-32-402-022-0000, 30-32-402-029-0000, 30-32-402-030-0000",0,30-32-402-020-0000,30-32-402-020-0000,0,
3.0324E+13,"30-32-402-019-0000, 30-32-402-020-0000, 30-32-402-021-0000, 30-32-402-022-0000, 30-32-402-029-0000, 30-32-402-030-0000",0,30-32-402-021-0000,30-32-402-021-0000,0,
3.0324E+13,"30-32-402-019-0000, 30-32-402-020-0000, 30-32-402-021-0000, 30-32-402-022-0000, 30-32-402-029-0000, 30-32-402-030-0000",0,30-32-402-022-0000,30-32-402-022-0000,0,
3.0324E+13,"30-32-402-019-0000, 30-32-402-020-0000, 30-32-402-021-0000, 30-32-402-022-0000, 30-32-402-029-0000, 30-32-402-030-0000",0,30-32-402-029-0000,30-32-402-029-0000,0,
3.0324E+13,"30-32-402-019-0000, 30-32-402-020-0000, 30-32-402-021-0000, 30-32-402-022-0000, 30-32-402-029-0000, 30-32-402-030-0000",0,30-32-402-030-0000,30-32-402-030-0000,0,
3.1212E+13,"31-21-202-013-0000, 31-21-202-014-0000",0,31-21-202-013-0000,31-21-202-013-0000,0,
3.1212E+13,"31-21-202-013-0000, 31-21-202-014-0000",0,31-21-202-014-0000,31-21-202-014-0000,0,
3.12211E+13,"31-22-107-007-0000, 31-22-107-008-0000",0,31-22-107-007-0000,31-22-107-007-0000,0,
3.12211E+13,"31-22-107-007-0000, 31-22-107-008-0000",0,31-22-107-008-0000,31-22-107-008-0000,0,
3.12521E+13,"31-25-209-011-0000, 31-25-209-012-0000",0,31-25-209-011-0000,31-25-209-011-0000,0,
3.12521E+13,"31-25-209-011-0000, 31-25-209-012-0000",0,31-25-209-012-0000,31-25-209-012-0000,0,
3.2092E+13,"32-09-201-017-0000, 32-09-201-020-0000, 32-09-201-021-0000, 32-09-201-022-0000",0,32-09-201-017-0000,32-09-201-017-0000,0,
3.2092E+13,"32-09-201-017-0000, 32-09-201-020-0000, 32-09-201-021-0000, 32-09-201-022-0000",0,32-09-201-020-0000,32-09-201-020-0000,0,
3.2092E+13,"32-09-201-017-0000, 32-09-201-020-0000, 32-09-201-021-0000, 32-09-201-022-0000",0,32-09-201-021-0000,32-09-201-021-0000,0,
3.2092E+13,"32-09-201-017-0000, 32-09-201-020-0000, 32-09-201-021-0000, 32-09-201-022-0000",0,32-09-201-022-0000,32-09-201-022-0000,0,
3.21711E+13,"32-17-113-036-0000, 32-17-113-037-0000",0,32-17-113-036-0000,32-17-113-036-0000,0,
3.21711E+13,"32-17-113-036-0000, 32-17-113-037-0000",0,32-17-113-037-0000,32-17-113-037-0000,0,
3.21741E+13,"32-17-407-001-0000, 32-17-407-002-0000, 32-17-407-003-0000, 32-17-407-004-0000",0,32-17-407-001-0000,32-17-407-001-0000,0,
3.21741E+13,"32-17-407-001-0000, 32-17-407-002-0000, 32-17-407-003-0000, 32-17-407-004-0000",0,32-17-407-002-0000,32-17-407-002-0000,0,
3.21741E+13,"32-17-407-001-0000, 32-17-407-002-0000, 32-17-407-003-0000, 32-17-407-004-0000",0,32-17-407-003-0000,32-17-407-003-0000,0,
3.21741E+13,"32-17-407-001-0000, 32-17-407-002-0000, 32-17-407-003-0000, 32-17-407-004-0000",0,32-17-407-004-0000,32-17-407-004-0000,0,
3.2202E+13,"32-20-201-011-0000, 32-20-201-012-0000, 32-20-201-013-0000, 32-20-201-014-0000, 32-20-201-059-0000",0,32-20-201-011-0000,32-20-201-011-0000,0,
3.2202E+13,"32-20-201-011-0000, 32-20-201-012-0000, 32-20-201-013-0000, 32-20-201-014-0000, 32-20-201-059-0000",0,32-20-201-012-0000,32-20-201-012-0000,0,
3.2202E+13,"32-20-201-011-0000, 32-20-201-012-0000, 32-20-201-013-0000, 32-20-201-014-0000, 32-20-201-059-0000",0,32-20-201-013-0000,32-20-201-013-0000,0,
3.2202E+13,"32-20-201-011-0000, 32-20-201-012-0000, 32-20-201-013-0000, 32-20-201-014-0000, 32-20-201-059-0000",0,32-20-201-014-0000,32-20-201-014-0000,0,
3.2202E+13,"32-20-201-011-0000, 32-20-201-012-0000, 32-20-201-013-0000, 32-20-201-014-0000, 32-20-201-059-0000",0,32-20-201-059-0000,32-20-201-059-0000,0,
3.22043E+13,"32-20-434-039-0000, 32-20-434-040-0000, 32-20-434-041-0000",0,32-20-434-039-0000,32-20-434-039-0000,0,
3.22043E+13,"32-20-434-039-0000, 32-20-434-040-0000, 32-20-434-041-0000",0,32-20-434-040-0000,32-20-434-040-0000,0,
3.22043E+13,"32-20-434-039-0000, 32-20-434-040-0000, 32-20-434-041-0000",0,32-20-434-041-0000,32-20-434-041-0000,0,
3.22141E+13,"32-21-411-011-0000, 32-21-412-016-0000",0,32-21-411-011-0000,32-21-411-011-0000,0,
3.22141E+13,"32-21-411-011-0000, 32-21-412-016-0000",0,32-21-412-016-0000,32-21-412-016-0000,0,
3.2253E+13,"32-25-302-026-0000, 32-25-302-027-0000",0,32-25-302-026-0000,32-25-302-026-0000,0,
3.2253E+13,"32-25-302-026-0000, 32-25-302-027-0000",0,32-25-302-027-0000,32-25-302-027-0000,0,
3.2331E+13,"32-33-102-017-0000, 32-33-102-046-0000, 32-33-102-047-0000",0,32-33-102-017-0000,32-33-102-017-0000,0,
3.2331E+13,"32-33-102-017-0000, 32-33-102-046-0000, 32-33-102-047-0000",0,32-33-102-046-0000,32-33-102-046-0000,0,
3.2331E+13,"32-33-102-017-0000, 32-33-102-046-0000, 32-33-102-047-0000",0,32-33-102-047-0000,32-33-102-047-0000,0,
3.2331E+13,"32-33-103-003-0000, 32-33-103-004-0000, 32-33-103-012-0000",0,32-33-103-003-0000,32-33-103-003-0000,0,
3.2331E+13,"32-33-103-003-0000, 32-33-103-004-0000, 32-33-103-012-0000",0,32-33-103-004-0000,32-33-103-004-0000,0,
3.2331E+13,"32-33-103-003-0000, 32-33-103-004-0000, 32-33-103-012-0000",0,32-33-103-012-0000,32-33-103-012-0000,0,
3.23341E+13,"32-33-413-017-0000, 32-33-413-018-0000, 32-33-413-019-0000, 32-33-413-036-0000, 32-33-413-037-0000, 32-33-413-038-0000",0,32-33-413-017-0000,32-33-413-017-0000,0,
3.23341E+13,"32-33-413-017-0000, 32-33-413-018-0000, 32-33-413-019-0000, 32-33-413-036-0000, 32-33-413-037-0000, 32-33-413-038-0000",0,32-33-413-018-0000,32-33-413-018-0000,0,
3.23341E+13,"32-33-413-017-0000, 32-33-413-018-0000, 32-33-413-019-0000, 32-33-413-036-0000, 32-33-413-037-0000, 32-33-413-038-0000",0,32-33-413-019-0000,32-33-413-019-0000,0,
3.23341E+13,"32-33-413-017-0000, 32-33-413-018-0000, 32-33-413-019-0000, 32-33-413-036-0000, 32-33-413-037-0000, 32-33-413-038-0000",0,32-33-413-036-0000,32-33-413-036-0000,0,
3.23341E+13,"32-33-413-017-0000, 32-33-413-018-0000, 32-33-413-019-0000, 32-33-413-036-0000, 32-33-413-037-0000, 32-33-413-038-0000",0,32-33-413-037-0000,32-33-413-037-0000,0,
3.23341E+13,"32-33-413-017-0000, 32-33-413-018-0000, 32-33-413-019-0000, 32-33-413-036-0000, 32-33-413-037-0000, 32-33-413-038-0000",0,32-33-413-038-0000,32-33-413-038-0000,0,
3.3301E+13,"33-30-100-011-0000, 33-30-100-017-0000",0,33-30-100-011-0000,33-30-100-011-0000,0,
3.3301E+13,"33-30-100-011-0000, 33-30-100-017-0000",0,33-30-100-017-0000,33-30-100-017-0000,0,
,,,,,,
