agency_number,agency_name,refunded_sp_ptab,refunded_coe,year,total_refunds,home_rule_ind,agg_ext_base_year,lim_numerator,lim_denominator,lim_rate,prior_eav,curr_new_prop,cty_cook_eav,cty_total_eav,pct_burden,total_levy,total_max_levy,total_prelim_rate,total_reduced_levy,total_final_levy,total_final_rate,reduction_type,reduction_pct,total_non_cap_ext,total_ext,pct_inCook,refund_levyshare
030130501,TIF VIL OF BROADVIEW-ROOSEVELT RD,-26792,0,2024,-26792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030130502,TIF VIL OF BROADVIEW-27TH AVE,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030130503,TIF VIL OF BROADVIEW-19TH AVE,-5417,0,2024,-5417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030130504,TIF VIL OF BROADVIEW-17TH AVE,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030130505,TIF VIL OF BROADVIEW-ROOSEVELT RD/17TH AVE,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030140000,VILLAGE OF BROOKFIELD,-21617,-1305,2024,-22922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030140001,VILLAGE OF BROOKFIELD LIBRARY FUND,-6211,-371,2024,-6582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030140020,VILLAGE OF BROOKFIELD   RB,-98,0,2024,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030140080,VILLAGE OF BROOKFIELD FIRE PENSION ESCROW,-2686,-158,2024,-2844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030140085,VILLAGE OF BROOKFIELD POLICE PENSION ESCROW,-5477,-326,2024,-5803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030140100,VILLAGE OF BROOKFIELD SPECIAL SERVICE AREA 1,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030140101,VILLAGE OF BROOKFIELD SPECIAL SERVICE AREA 2,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030140102,VILLAGE OF BROOKFIELD SPECIAL SERVICE AREA 3,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030140103,VILLAGE OF BROOKFIELD SPECIAL SERVICE AREA 4,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030140104,VILLAGE OF BROOKFIELD SPECIAL SERVICE AREA 5,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030140105,VIL OF BROOKFIELD SPEC SERVICE AREA 6,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030140106,VIL OF BROOKFIELD SPECIAL SERVICE AREA #7,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030140500,TIF VIL OF BROOKFIELD-OGDEN AVE,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030140502,TIF VIL OF BROOKFIELD-8 CORNERS,-1938,0,2024,-1938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030140503,TIF VIL OF BROOKFIELD-GRAND BLVD,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030150000,VILLAGE OF BUFFALO GROVE,-37192,-343,2024,-37535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030150020,VILLAGE OF BUFFALO GROVE   RB,-316,-3,2024,-319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030150080,VILLAGE OF BUFFALO GROVE FIRE PENSION ESCROW,-7005,-60,2024,-7065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030150085,VILLAGE OF BUFFALO GROVE POLICE PENSION,-10210,-87,2024,-10297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030150100,VILLAGE OF BUFFALO GROVE SPEC SERVICE AREA 1,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030150101,VILLAGE OF BUFFALO GROVE SPEC SERVICE AREA 2,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030150102,VILLAGE OF BUFFALO GROVE SPEC SERVICE AREA 3,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030150500,TIF VIL OF BUFFALO GROVE-LAKE COOK ROAD,-2152,0,2024,-2152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030150501,TIF VIL OF BUFFALO GROVE-DUNDEE ROAD,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030160000,CITY OF   BURBANK,-61661,-896,2024,-62557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030160002,CITY OF BURBANK BOND,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030160020,CITY OF BURBANK   RB,-1994,-37,2024,-2031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030160021,CITY OF BURBANK ESCROW ACCOUNT,-89236,-1720,2024,-90956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030160100,CITY OF BURBANK SPECIAL SERVICE AREA 1,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030160101,CITY OF BURBANK SPECIAL SERVICE AREA 2,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030160102,CITY OF BURBANK SPECIAL SERVICE AREA NO. 3,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030160103,CITY OF BURBANK SPECIAL SERVICE AREA 4,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030160104,CITY OF BURBANK SPECIAL SERVICE AREA 5,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030160105,CITY OF BURBANK SPECIAL SERVICE AREA 6,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030160106,CITY OF BURBANK SPECIAL SERVICE AREA 7,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030160107,CITY OF BURBANK SPECIAL SERVICE AREA 8,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030160108,CITY OF BURBANK SPECIAL SERVICE AREA 9,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030160109,CITY OF BURBANK SPECIAL SERVICE AREA 10,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030160110,CITY OF BURBANK SPECIAL SERVICE AREA 11,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030160111,CITY OF BURBANK SPECIAL SERVICE AREA 12,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030160112,CITY OF BURBANK SPECIAL SERVICE AREA 13,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030160113,CITY OF BURBANK SPECIAL SERVICE AREA 14,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030160114,CITY OF BURBANK SPECIAL SERVICE AREA 15,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030160115,CITY OF BURBANK SPECIAL SERVICE AREA 16,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030160116,CITY OF BURBANK SPECIAL SERVICE AREA 18,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030160117,CITY OF BURBANK SPECIAL SERVICE AREA 19,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030160118,CITY OF BURBANK SPECIAL SERVICE AREA 20,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030160119,CITY OF BURBANK SPECIAL SERVICE AREA 21,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030160120,CITY OF BURBANK SPEC SERV AREA 22,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030160121,CITY OF BURBANK SPECIAL SERVICE AREA 23,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030160122,CITY OF BURBANK SPECIAL SERVICE AREA 24,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030160123,CITY OF BURBANK SPEC SERV AREA 26,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030160124,CITY OF BURBANK SPEC SERV AREA 27,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030160125,CITY OF BURBANK SPECIAL SERVICE AREA 28,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030160126,CITY OF BURBANK SPECIAL SERVICE AREA #30,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030160127,CITY OF BURBANK SPECIAL SERVICE AREA #33,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030160128,CITY OF BURBANK SPECIAL SERVICE AREA #36,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030160129,CITY OF BURBANK SPECIAL SERVICE AREA 37,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030160130,CITY OF BURBANK SPECIAL SERVICE AREA 38,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030160131,CITY OF BURBANK SPECIAL SERVICE AREA #39,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030160132,CITY OF BURBANK SPECIAL SERVICE AREA #40,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030160133,CITY OF BURBANK SPECIAL SERVICE AREA #41,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030160134,CITY OF BURBANK SPECIAL SERVICE AREA 42,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030160135,CITY OF BURBANK SPECIAL SERVICE AREA 43,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030160136,CITY OF BURBANK SPECIAL SERVICE AREA 44,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030160137,CITY OF BURBANK SPECIAL SERVICE AREA 45,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030160141,CITY OF BURBANK SPECIAL SERVICE AREA #49,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030160142,CITY OF BURBANK SPECIAL SERVICE AREA #50,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030160143,CITY OF BURBANK SPEC SERV AREA #51,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030160144,CITY OF BURBANK SPEC SERV AREA #52,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030160145,CITY OF BURBANK SPEC SERV AREA #53,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030160500,TIF CITY OF BURBANK,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030160501,TIF CITY OF BURBANK-DOWNTOWN BURBANK,-242080,0,2024,-242080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030160504,TIF CITY OF BURBANK-EAST 79TH ST,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030160505,TIF CITY OF BURBANK-BURBANK STATION,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030170000,VILLAGE OF   BURNHAM,-31255,0,2024,-31255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030170020,VILLAGE OF BURNHAM   RB,-8,0,2024,-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030170085,VILLAGE OF BURNHAM POLICE PENSION ESCROW,-6000,0,2024,-6000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030180000,VILLAGE OF BURR RIDGE,-2483,0,2024,-2483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030180020,VILLAGE OF BURR RIDGE RB,-1216,0,2024,-1216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030180085,VILLAGE OF BURR RIDGE POLICE PENSION ESCROW,-4644,0,2024,-4644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030180100,VILLAGE OF BURR RIDGE SPEC SERV AREA 3,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030180101,VILLAGE OF BURR RIDGE SPECIAL SERVICE AREA 4,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030180102,VILLAGE OF BURR RIDGE SPECIAL SERVICE AREA 5,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030180103,VILLAGE OF BURR RIDGE SPECIAL SERVICE AREA 6,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030180104,VILLAGE OF BURR RIDGE SPECIAL SERVICE AREA 7,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030180105,VILLAGE OF BURR RIDGE SPECIAL SERVICE AREA 8,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030180106,VILLAGE OF BURR RIDGE SPECIAL SERVICE AREA 9,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030180107,VILLAGE OF BURR RIDGE SPECIAL SERV AREA 10,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030180108,VILLAGE OF BURR RIDGE SPECIAL SERV AREA 11,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030180109,VILLAGE OF BURR RIDGE SPECIAL SERV AREA 16,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030180500,TIF VIL OF BURR RIDGE-BURR RIDGE PARKWAY,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030190000,CITY OF   CALUMET CITY,-490246,-2413,2024,-492659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030190001,CITY OF CALUMET CITY LIBRARY FUND,-42517,-208,2024,-42725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030190002,CITY OF CALUMET CITY BOND,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030190010,CITY OF CALUMET CITY - DEFICIENCY LEVY,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030190020,CITY OF CALUMET CITY   RB,-338,-0,2024,-338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030190080,CITY OF CALUMET CITY FIRE PENSION ESCROW,-80479,-379,2024,-80858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030190085,CITY OF CALUMET CITY POLICE PENSION ESCROW,-110427,-512,2024,-110939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030190090,CITY OF CALUMET CITY 2021 CCPTB FUND ESCROW,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030190100,CITY OF CALUMET CITY SPEC SERV AREA 1998-1,-2548,0,2024,-2548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030190101,CITY OF CALUMET CITY SPEC SERV AREA 1998-2,-7144,0,2024,-7144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030190500,TIF CITY OF CALUMET CITY,-10311,0,2024,-10311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030190501,TIF CITY OF CALUMET CITY-2,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030190502,TIF CITY OF CALUMET CITY-SIBLEY BLVD/EAST,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030190503,TIF CITY OF CALUMET CITY-TORRENCE AVENUE,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030190504,TIF CITY OF CALUMET CITY-RIVER OAKS/WENTWH,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030190506,TIF CITY OF CALUMET CITY-RIVER OAKS MALL,-2637,0,2024,-2637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030190507,TIF CITY OF CALUMET CITY-SIBLEY/TORRENCE/STA,-61311,0,2024,-61311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030200000,VILLAGE OF   CALUMET PARK,-44176,0,2024,-44176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030200001,VILLAGE OF CALUMET PARK LIBRARY FUND,-2235,0,2024,-2235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030200020,VILLAGE OF CALUMET PARK   RB,-385,0,2024,-385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030200021,VILLAGE OF CALUMET PARK ESCROW ACCOUNT,-6794,0,2024,-6794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030200022,VILLAGE OF CALUMET PARK - JAWA BOND ESC ACCT,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030200085,VILLAGE OF CALUMET PARK POLICE PENSION,-10811,0,2024,-10811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030200090,VILLAGE OF CALUMET PARK-WARRANT ESCROW,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030200500,TIF VIL OF CALUMET PARK,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030200501,TIF VIL OF CALUMET PARK-2,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030200502,TIF VIL OF CALUMET PARK-3,-4697,0,2024,-4697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030200503,TIF VIL OF CALUMET PARK-4,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030200504,TIF VIL OF CALUMET PARK-5,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030200505,TIF VIL OF CALUMET PARK-6 TRAIN STATION,0,0,2024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210000,CITY OF CHICAGO,-20397951,-1029754,2024,-21427705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210001,CITY OF CHICAGO LIBRARY FUND,-1586668,-80760,2024,-1667428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
